grant_no,unit_sector,beneficiary,address,project,eur,year,country,project_clean,unit_sector_long
2010/683/,PRU,Danish Emergency Management Agency,NA,2010/PRU/09 RABIT 2010,150597.22,2010,Denmark,RABIT 2010,Pooled Resources Unit
2010/684/,PRU,Federal Police Central Office,NA,2010/PRU/09 RABIT 2010,479505.2,2010,Germany,RABIT 2010,Pooled Resources Unit
2010/685/,PRU,Hungarian National Police,NA,2010/PRU/09 RABIT 2010,97376.78,2010,Hungary,RABIT 2010,Pooled Resources Unit
2010/686/,PRU,"Directorate of Alien and Border Police, Police of the Czech Republic",NA,2010/PRU/09 RABIT 2010,30613.2,2010,Czech Republic,RABIT 2010,Pooled Resources Unit
2010/687/,PRU,Federal Police,NA,2010/PRU/09 RABIT 2010,83615.28,2010,Belgium,RABIT 2010,Pooled Resources Unit
2010/688/,PRU,State Border Guard Service Lithuania,NA,2010/PRU/09 RABIT 2010,15053,2010,Lithuania,RABIT 2010,Pooled Resources Unit
2010/689/,PRU,Border Guard,NA,2010/PRU/09 RABIT 2010,78465,2010,Poland,RABIT 2010,Pooled Resources Unit
2010/690/,PRU,Federal Ministry of Interior,NA,2010/PRU/09 RABIT 2010,399074,2010,Austria,RABIT 2010,Pooled Resources Unit
2010/695/,PRU,Guardia Costiera,NA,2010/PRU/09 RABIT 2010,82530,2010,Italy,RABIT 2010,Pooled Resources Unit
2010/696/,PRU,"Cyprus Police, Police Headquarters",NA,2010/PRU/09 RABIT 2010,10091,2010,Cyprus,RABIT 2010,Pooled Resources Unit
2010/697/,PRU,Malta Police Force,NA,2010/PRU/09 RABIT 2010,19736,2010,Malta,RABIT 2010,Pooled Resources Unit
2010/698/,PRU,Police Grand Ducale,NA,2010/PRU/09 RABIT 2010,22644,2010,Luxembourg,RABIT 2010,Pooled Resources Unit
2010/699/,PRU,Slovenian Ministry of Interior,NA,2010/PRU/09 RABIT 2010,24528.8,2010,Slovenia,RABIT 2010,Pooled Resources Unit
2010/700/,PRU,Romanian Border Police / Coast Guard,NA,2010/PRU/09 RABIT 2010,259077,2010,Romania,RABIT 2010,Pooled Resources Unit
2010/701/,PRU,Direction Central de la Police aux Frontieres,NA,2010/PRU/09 RABIT 2010,96784,2010,France,RABIT 2010,Pooled Resources Unit
2010/702/,PRU,Royal Marechaussee,NA,2010/PRU/09 RABIT 2010,254400,2010,Netherlands,RABIT 2010,Pooled Resources Unit
2010/704/,PRU,Immigration and Naturalisation Service,NA,2010/PRU/09 RABIT 2010,116860.25,2010,Netherlands,RABIT 2010,Pooled Resources Unit
2010/705/,PRU,State Border Guard,NA,2010/PRU/09 RABIT 2010,51112,2010,Latvia,RABIT 2010,Pooled Resources Unit
2010/706/,PRU,Jefatura Fiscal y de Fronteras,NA,2010/PRU/09 RABIT 2010,84276.01,2010,Spain,RABIT 2010,Pooled Resources Unit
2010/707/,PRU,Danish National Police,NA,2010/PRU/09 RABIT 2010,43428,2010,Denmark,RABIT 2010,Pooled Resources Unit
2010/716/,PRU,Bureau of Border and Alien Police,NA,2010/PRU/09 RABIT 2010,32612.92,2010,Slovakia,RABIT 2010,Pooled Resources Unit
2010/717/,PRU,National Criminal Police,NA,2010/PRU/09 RABIT 2010,82136.32,2010,Sweden,RABIT 2010,Pooled Resources Unit
2010/721/,PRU,Finnish Border Guard,NA,2010/PRU/09 RABIT 2010,72229.95,2010,Finland,RABIT 2010,Pooled Resources Unit
2010/722/,PRU,Foreigners and Borders Service,NA,2010/PRU/09 RABIT 2010,96544.8,2010,Portugal,RABIT 2010,Pooled Resources Unit
2010/723/,PRU,Police and Border Guard Board,NA,2010/PRU/09 RABIT 2010,179328.68,2010,Estonia,RABIT 2010,Pooled Resources Unit
2010/724/,PRU,National Police Directorate,NA,2010/PRU/09 RABIT 2010,61349.2,2010,Norway,RABIT 2010,Pooled Resources Unit
2010/748/,PRU,Bureau of Border and Alien Police,NA,2010/PRU/09 RABIT 2010,63919.95,2010,Slovakia,RABIT 2010,Pooled Resources Unit
