grant_no,unit_sector,country,beneficiary,address,project,eur,year,project_clean,unit_sector_long
2022/15,ECRET,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  Urbanização Cabanas Golfe, nº 1, 2734-506 Barcarena, Portugal",2022/ECRET/01,14331,2022,European Centre for Returns,European Centre for Returns
2022/36,DMD,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa, Portugal",2022/DMD/01 Human resources and Light technical equipment,615739,2022,Technical Equipment & Human Resources,Deployment Management Division
2022/51,FOU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2022/FOU/01/Heavy Technical Equipment,481357,2022,Technical Equipment,Field Operations Unit
2022/58,DMD,Portugal,Portuguese Navy,"Rua do Arsenal
1149-001 Lisboa
Portugal",2022/DMD/01 Human resources and Light technical equipment,62055,2022,Technical Equipment & Human Resources,Deployment Management Division
2022/88,DMD,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  Urbanização Cabanas Golfe, nº 1, 2734-506 Barcarena, Portugal",2022/DMD/01 Human resources and Light technical equipment,199021,2022,Technical Equipment & Human Resources,Deployment Management Division
2022/90,DMD,Portugal,National Maritime Authority,"Av. António Augusto de Aguiar, n.º 20 - 4.º Piso 1050-016 Lisboa - Portugal",2022/DMD/01 Human resources and Light technical equipment,249955,2022,Technical Equipment & Human Resources,Deployment Management Division
2022/106,LES,Portugal,Maritime Analysis and Operations Centre (Narcotics) – MAOC(N),"Avda. Infante Don Henrique Lisbon, Portugal",Operation AZUL 2022,48096.2,2022,AZUL 2022,Law Enforcement Sector
2022/113,DMD,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2022/DMD/01 Human resources and Light technical equipment,315474,2022,Technical Equipment & Human Resources,Deployment Management Division
2022/123,FOU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa, Portugal",2022/FOU/01/Heavy Technical Equipment,1405010,2022,Technical Equipment,Field Operations Unit
2022/144,FOU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa, Portugal",2022/FOU/01/Heavy Technical Equipment,368271,2022,Technical Equipment,Field Operations Unit
2022/147,DMD,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  Urbanização Cabanas Golfe, nº 1, 2734-506 Barcarena, Portugal","Support in the development of human resources to secure Member States’ contributions to the standing corps, in relation to category 1 of the standing corps",124182.32,2022,Human Resources,Deployment Management Division
2022/208,TRU,Portugal,National Maritime Authority,"Praca do Comercio, 1100-148 Lisboa, Portugal",Actions of common interest to support the implementation of the Basic Training Programme for European Standing Corps Category 1,3263994.71,2022,Trainings standing corps,Training Unit
2022/213,FOU,Portugal,Portuguese Navy,"
Rua do Arsenal
1149-001 Lisboa
Portugal
",2022/FOU/01/Heavy Technical Equipment,233031,2022,Technical Equipment,Field Operations Unit
2022/224,FOU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2022/FOU/01/Heavy Technical Equipment,322991,2022,Technical Equipment,Field Operations Unit
2022/270,ECRET,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  Urbanização Cabanas Golfe, nº 1, 2734-506 Barcarena, Portugal",2022/ECRET/01,4968,2022,European Centre for Returns,European Centre for Returns
2022/285,FOU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2022/FOU/01/Heavy Technical Equipment,555205,2022,Technical Equipment,Field Operations Unit
2022/312,FOU,Portugal,Portuguese Air Force,"Avenida da Força Aérea n.º1, Alfragide 2614-506, Portugal",2022/FOU/01/Heavy Technical Equipment,2892242,2022,Technical Equipment,Field Operations Unit
2022/332,IFC,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa, Portugal",2022/Copernicus/EUROSUR Fusion Services (EFS),18044.74,2022,Fusion Services (EFS),Information Fusion Centre
2022/351,FOU,Portugal,Portuguese Navy,"Rua do Arsenal
1149-001 Lisboa
Portugal",2022/FOU/01/Heavy Technical Equipment,276687,2022,Technical Equipment,Field Operations Unit
2022/368,DMD,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  Urbanização Cabanas Golfe, nº 1, 2734-506 Barcarena, Portugal","Support in the development of human resources to secure Member States’ contributions to the standing corps, in relation to category 3 of the standing corps",1746003.42,2022,Human Resources,Deployment Management Division
2021/16,ECRET,Portugal,Foreigners and Borders Service,NA,2021/ECRet/01,12038,2021,European Centre for Returns,European Centre for Returns
2021/45,FDU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2021/FDU/01 Human Resources and light technical equipment,387185,2021,Technical Equipment & Human Resources,Field Deployment Unit
2021/47,FDU,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 LisboaPortugal",2021/FDU/01/Heavy Technical Equipment,177624,2021,Technical Equipment,Field Deployment Unit
2021/49,FDU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2021/FDU/01/Heavy Technical Equipment,261674,2021,Technical Equipment,Field Deployment Unit
2021/58,FDU,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  UrbanizaÃ§Ã£o CabanasGolfe, no 1, 2734-506 Barcarena, Portugal",2021/FDU/01 Human Resources and light technical equipment,336352,2021,Technical Equipment & Human Resources,Field Deployment Unit
2021/73,FDU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa, Portugal",2021/FDU/01/Heavy Technical Equipment,215436,2021,Technical Equipment,Field Deployment Unit
2021/76,FSC,Portugal,Portuguese Navy,"Rua do Arsenal
1149-001 Lisboa
Portugal",2021/FSC/01 Human resources and Light  technical equipment,133856,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/86,FSC,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa, Portugal",2021/FSC/01 Human resources and Light technical equipment,74697,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/89,FDU,Portugal,Portuguese Air Force,"Avenida da ForÃ§a AÃ©rea n.o1, Alfragide 2614-506,Portugal",2021/FDU/01 Human Resources and light technical equipment,11824,2021,Technical Equipment & Human Resources,Field Deployment Unit
2021/102,FSC,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  UrbanizaÃ§Ã£o CabanasGolfe, no 1, 2734-506 Barcarena, Portugal",2021/FSC/01 Human resources and Light technical equipment,18320,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/129,FDU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa, Portugal",2021/FDU/01 Human Resources and light technical equipment,796283,2021,Technical Equipment & Human Resources,Field Deployment Unit
2021/130,FDU,Portugal,National Maritime Authority,"Av. AntÃ³nio Augusto de Aguiar, n.o 20 - 4.o Piso 1050-016Lisboa - Portual",2021/FDU/01 Human Resources and light technical equipment,181087,2021,Technical Equipment & Human Resources,Field Deployment Unit
2021/163,TF Deploy,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  UrbanizaÃ§Ã£o CabanasGolfe, no 1, 2734-506 Barcarena, Portugal","Support in the development of human resources to secure Member Statesâ€™ contributions to the standing corps, in relation to category 1 of the standing corps",288483.56,2021,Human Resources,Task Force Deployment Management
2021/198,FDU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa, Portugal",2021/FDU/01/Heavy Technical Equipment,215418,2021,Technical Equipment,Field Deployment Unit
2021/200,FDU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2021/FDU/01/Heavy Technical Equipment,254811,2021,Technical Equipment,Field Deployment Unit
2021/228,FDU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2021/FDU/01/Heavy Technical Equipment,308279,2021,Technical Equipment,Field Deployment Unit
2021/237,FDU,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 LisboaPortugal",2021/FDU/01 Human Resources and light technical equipment,13228,2021,Technical Equipment & Human Resources,Field Deployment Unit
2021/283,DMD,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  UrbanizaÃ§Ã£o CabanasGolfe, no 1, 2734-506 Barcarena, Portugal","Support in the development of human resources to secure Member Statesâ€™ contributions to the standing corps, in relation to category 3 of the standing corps",1943771.89,2021,Human Resources,Deployment Management Division
2021/318,FDU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa, Portugal",2021/FDU/01/Heavy Technical Equipment,215420,2021,Technical Equipment,Field Deployment Unit
2021/333,FOU,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 LisboaPortugal",2021/FDU/01/Heavy Technical Equipment Indalo,148618,2021,Technical Equipment,Field Operations Unit
2021/334,FOU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2021/FDU/01/Heavy Technical Equipment Posedion,254038,2021,Technical Equipment,Field Operations Unit
2021/347,FOU,Portugal,Portuguese Air Force,"Avenida da ForÃ§a AÃ©rea n.o1, Alfragide 2614-506,Portugal",2021/FDU/01/Heavy Technical Equipment,1995619,2021,Technical Equipment,Field Operations Unit
2021/385,DMD,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 LisboaPortugal",2021/FDU/01 Human Resources and light technical equipment,13876,2021,Technical Equipment & Human Resources,Deployment Management Division
2021/400,FOU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa, Portugal",2021/FDU/01/Heavy Technical Equipment,215085,2021,Technical Equipment,Field Operations Unit
2021/414,FOU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2021/FDU/01/Heavy Technical Equipment,273585,2021,Technical Equipment,Field Operations Unit
2020/21,ECRET,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  UrbanizaÃ§Ã£o Cabanas Golfe, no 1,2734-506 Barcarena",2020/ECRET/01 Return Support,14974.26,2020,European Centre for Returns,European Centre for Returns
2020/39,FDU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2020/FDU/01/Human Resources/Light Technical Technical Equipment,414508,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/54,FDU,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  UrbanizaÃ§Ã£o Cabanas Golfe, no 1,2734-506 Barcarena",2020/FDU/01/Human Resources/SEF,217952,2020,Human Resources,Field Deployment Unit
2020/68,FDU,Portugal,National Maritime Authority,"Av. AntÃ³nio Augusto de Aguiar, n.o 20 - 4.o Piso 1050-016Lisboa - Portual",2020/FDU/01/Human Resources/Light Technical Technical Equipment,773542,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/74,FSC,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  UrbanizaÃ§Ã£o Cabanas Golfe, no 1,2734-506 Barcarena",2020/FSC/GA FSC FIMO Deployment,7212,2020,FIMO Deployment,Frontex Situation Centre
2020/80,FDU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2020/FDU/01/Heavy Technical Equipment,486375,2020,Technical Equipment,Field Deployment Unit
2020/97,FDU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa",2020/FDU/01/Human Resources/Light Technical Equipment,311163,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/111,FSC,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2020/FSC/GA FSC FIMO Deployment,44274,2020,FIMO Deployment,Frontex Situation Centre
2020/114,FDU,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 LisboaPortugal",2020/FDU/01/Human Resources/Light Technical Equipment,5352,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/115,FDU,Portugal,Portuguese Air Force,"Avenida da ForÃ§a AÃ©rea n.o1, Alfragide 2614-506, Portugal",2020/FDU/01/Human Resources/Light Technical Equipment,7728,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/124,FSC,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa",2020/FSC/GA FSC FIMO Deployment,53836,2020,FIMO Deployment,Frontex Situation Centre
2020/142,FDU,Portugal,Portuguese Air Force,"Avenida da ForÃ§a AÃ©rea n.o1, Alfragide 2614-506, Portugal",2020/FDU/01/Human Resources,25776,2020,Human Resources,Field Deployment Unit
2020/143,FDU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa",2020/FDU/01/Human Resources/Light Technical Equipment,927493,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/149,FDU,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 LisboaPortugal",2020/FDU/01/Human Resources/Heavy Technical Technical Equipment,385200,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/160,FDU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2020/FDU/01/Human Resources/Heavy Technical Technical Equipment,389572,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/173,FDU,Portugal,Portuguese Air Force,"Avenida da ForÃ§a AÃ©rea n.o1, Alfragide 2614-506, Portugal",2020/FDU/01/Human Resources/Light Technical Equipment,88000,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/175,FDU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa",2020/FDU/01/Human Resources/Heavy Technical Technical Equipment,230664,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/197,FDU,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 Lisboa",2020/FDU/01/Human Resources,30373,2020,Human Resources,Field Deployment Unit
2020/206,FDU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2020/FDU/01/Human Resources/Heavy Technical Technical Equipment,235669,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/221A,FDU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2020/FDU/01/Human Resources/Heavy Technical Technical Equipment,283904,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/227,FDU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa",2020/FDU/01/Human Resources/Heavy Technical Technical Equipment,236399,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/228,FDU,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 Lisboa",2020/FDU/01/Human Resources,10533,2020,Human Resources,Field Deployment Unit
2020/236,FDU,Portugal,Portuguese Air Force,"Avenida da ForÃ§a AÃ©rea n.o1, Alfragide 2614-506, Portugal",2020/FDU/01/Human Resources/Heavy Technical Technical Equipment,1627164,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/295,FDU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2020/FDU/01/Human Resources/Heavy Technical Technical Equipment,217497,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/297,FDU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa",2020/FDU/01/Human Resources/Heavy Technical Technical Equipment,201323,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/332,ECRET,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  UrbanizaÃ§Ã£o Cabanas Golfe, no 1,2734-506 Barcarena",2020/ECRet/01,75748.64,2020,European Centre for Returns,European Centre for Returns
2020/334,FSC,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 Lisboa",2020/FSC/GA FSC FIMO Deployment,22707,2020,FIMO Deployment,Frontex Situation Centre
2019/11,ECRET,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  UrbanizaÃ§Ã£oCabanas Golfe, no 1, 2734-506 Barcarena",2019/ECRet/01-FOA-R 2019 including return and pre- return related activities,23356.76,2019,FOA,European Centre for Returns
2019/38,FDU,Portugal,Portuguese Air Force,"Avenida da ForÃ§a AÃ©rea n.o1, Alfragide 2614-506,Portugal",2019/FDU/01 Technical Equipment,2740699,2019,Technical Equipment,Field Deployment Unit
2019/50,FDU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2019/FDU/01 Technical Equipment,342554,2019,Technical Equipment,Field Deployment Unit
2019/60,FDU,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2019/FDU/01 Human Resources,407381,2019,Human Resources,Field Deployment Unit
2019/65,FDU,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  UrbanizaÃ§Ã£oCabanas Golfe, no 1, 2734-506 Barcarena",2019/FDU/01 Human Resources,397173,2019,Human Resources,Field Deployment Unit
2019/78,FSC,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 LisboaPortugal",2019/FSC/GA FSC FIMO Deployment,67465,2019,FIMO Deployment,Frontex Situation Centre
2019/80,FSC,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa",2019/FSC/GA FSC FIMO Deployment,72576,2019,FIMO Deployment,Frontex Situation Centre
2019/90,FDU,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 LisboaPortugal",2019/FDU/01 Human Resources,34166,2019,Human Resources,Field Deployment Unit
2019/91,FDU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa",2019/FDU/01 Human Resources,832515.68,2019,Human Resources,Field Deployment Unit
2019/112,FDU,Portugal,National Maritime Authority,"Av. AntÃ³nio Augusto de Aguiar, n.o 20 - 4.o Piso1050-016 Lisboa - Portual",2019/FDU/01 Human Resources,960000,2019,Human Resources,Field Deployment Unit
2019/113,FDU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa",2019/FDU/01 Technical Equipment,293903,2019,Technical Equipment,Field Deployment Unit
2019/124,FDU,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 LisboaPortugal",2019/FDU/01 Technical Equipment,498954.93,2019,Technical Equipment,Field Deployment Unit
2019/136,RIU,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa",2019/FDU/01 Human Resources,91620,2019,Human Resources,Research and Innovation Unit
2019/139,FSC,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  UrbanizaÃ§Ã£oCabanas Golfe, no 1, 2734-506 Barcarena",2019/FSC/GA FSC FIMO Deployment,17199,2019,FIMO Deployment,Frontex Situation Centre
2019/140,FSC,Portugal,Portuguese Air Force,"Avenida da ForÃ§a AÃ©rea n.o1, Alfragide 2614-506,Portugal",2018/FSC/GA FSC FIMO Deployment,21324,2019,FIMO Deployment,Frontex Situation Centre
