grant_no,unit_sector,country,beneficiary,address,project,eur,year,project_clean,unit_sector_long
2022/48,DMD,Switzerland,Customs/Border Guard,"Taubenstrasse 16, CH-3003 Bern, Switzerland",2022/DMD/01 Human resources and Light technical equipment,791393,2022,Technical Equipment & Human Resources,Deployment Management Division
2022/168,DMD,Switzerland,Customs/Border Guard,"Federal Customs Administration AFD, Monbijoustrasse 40, CH-3003 Bern","Support in the development of human resources to secure Member States’ contributions to the standing corps, in relation to category 2 of the standing corps",341297.6,2022,Human Resources,Deployment Management Division
2022/217,ECRET,Switzerland,State Secretariat for Migration,"Operations Center (OPC)
Postfach 314, CH-8058 Zürich-Flughafen, Switzerland",2022/ECRet/02,114651,2022,European Centre for Returns,European Centre for Returns
2022/262,DMD,Switzerland,Customs/Border Guard,"Taubenstrasse 16, CH-3003 Bern, Switzerland","Support in the development of human resources to secure Member States’ contributions to the standing corps, in relation to category 3 of the standing corps",473550.42,2022,Human Resources,Deployment Management Division
2022/391,ECRET,Switzerland,State Secretariat for Migration,"Operations Center (OPC)
Postfach 314, CH-8058 Zürich-Flughafen, Switzerland",2022/ECRET/01,239163,2022,European Centre for Returns,European Centre for Returns
2021/1,ECRET,Switzerland,State Secretariat for Migration,"Operations Center (OPC)Postfach 314, CH-8058 ZÃ¼rich-Flughafen, Switzerland",2021/ECRet/01,223290,2021,European Centre for Returns,European Centre for Returns
2021/98,FDU,Switzerland,Customs/Border Guard,"Federal Customs Administration AFD, Monbijoustrasse40, CH-3003 Bern",2021/FDU/01 Human Resources and light technical equipment,521815,2021,Technical Equipment & Human Resources,Field Deployment Unit
2021/119,ECRET,Switzerland,State Secretariat for Migration,"Operations Center (OPC)Postfach 314, CH-8058 ZÃ¼rich-Flughafen, Switzerland",2021/ECRet/01,113687,2021,European Centre for Returns,European Centre for Returns
2021/216,ECRET,Switzerland,State Secretariat for Migration,"Operations Center (OPC)Postfach 314, CH-8058 ZÃ¼rich-Flughafen, Switzerland",2021/ECRet/01,150538,2021,European Centre for Returns,European Centre for Returns
2021/264,DMD,Switzerland,Customs/Border Guard,"Federal Customs Administration AFD, Monbijoustrasse40, CH-3003 Bern","Support in the development of human resources to secure Member Statesâ€™ contributions to the standing corps, in relation to category 2 of the standing corps",215333.51,2021,Human Resources,Deployment Management Division
2021/280,DMD,Switzerland,Customs/Border Guard,"Federal Customs Administration AFD, Monbijoustrasse40, CH-3003 Bern","Support in the development of human resources to secure Member Statesâ€™ contributions to the standing corps, in relation to category 2 of the standing corps",210195,2021,Human Resources,Deployment Management Division
2021/307,DMD,Switzerland,Customs/Border Guard,"Federal Customs Administration AFD, Monbijoustrasse40, CH-3003 Bern","Support in the development of human resources to secure Member Statesâ€™ contributions to the standing corps, in relation to category 3 of the standing corps",302758.91,2021,Human Resources,Deployment Management Division
2020/3,ECRET,Switzerland,State Secretariat for Migration,"Operations Center (OPC)Postfach 314, CH-8058 ZÃ¼rich-Flughafen, Switzerland",2020/ECRET/01 Return Support,23069,2020,European Centre for Returns,European Centre for Returns
2020/96,FDU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2020/FDU/01/Human Resources/Light Technical Equipment,374175,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/161,ECRET,Switzerland,State Secretariat for Migration,"Operations Center (OPC)Postfach 314, CH-8058 ZÃ¼rich-Flughafen, Switzerland",2020/ECRet/01,25687.97,2020,European Centre for Returns,European Centre for Returns
2019/8,ECRET,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2019/ECRet/01-FOA-R 2019 including return and pre- return related activities,499960,2019,FOA,European Centre for Returns
2019/70,FDU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2019/FDU/01 Human Resources,365273.5,2019,Human Resources,Field Deployment Unit
2019/150,ECRET,Switzerland,State Secretariat for Migration,"Operations Center (OPC)Postfach 314, CH-8058 ZÃ¼rich-Flughafen,Switzerland",2019/ECRet/01-FOA-R 2019 including return and pre- return related activities,580132,2019,FOA,European Centre for Returns
2019/224,ECRET,Switzerland,State Secretariat for Migration,"Operations Center (OPC)Postfach 314, CH-8058 ZÃ¼rich-Flughafen,Switzerland",2019/ECRet/01-FOA-R 2019 including return and pre- return related activities,59164,2019,FOA,European Centre for Returns
2019/309,ECRET,Switzerland,State Secretariat for Migration,"Operations Center (OPC)Postfach 314, CH-8058 ZÃ¼rich-Flughafen,Switzerland",2019/ECRet/01-FOA-R 2019,34061,2019,FOA,European Centre for Returns
2018/5,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2017/RSU/01 RO to Moldova & Belarus,122230.5,2018,Return Operations,Return Support Unit
2018/56,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2018/RSU/01 RO,1042123,2018,Return Operations,Return Support Unit
2018/78,ORD,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2018/ORD/01 Human Resources,373798,2018,Human Resources,Operational Response Division
2018/166,ECRET,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2018/RSU/01 RO,463178,2018,Return Operations,European Centre for Returns
2018/315,ECRET,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2018/RSU/01 RO,408349,2018,Return Operations,European Centre for Returns
2018/366,PRU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2018/PRU/07 Rapid Border Intervention Exercise 2018,10409,2018,Rapid Border Intervention Exercise 2018,Pooled Resources Unit
2017/95,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/LBS/02 Focal Points,32507,2017,Focal Points,Land Borders Sector
2017/166,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 JRO to Nigeria,41163,2017,Return Operations,Return Support Unit
2017/224,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/ABS/06 JO Alexis,8533,2017,Alexis,Air Border Sector
2017/234,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 JRO to Georgia&Armenia,78261,2017,Return Operations,Return Support Unit
2017/308,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/ABS/04 JO Focal Points 2017 Air Intermediate Managers,3458,2017,Focal Points,Air Border Sector
2017/324,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 JRO to Ukraine and Kirgizstan,212163,2017,Return Operations,Return Support Unit
2017/450,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 JRO to Nigeria,36969,2017,Return Operations,Return Support Unit
2017/454,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/ABS/04 JO Focal Points 2017 Air Intermediate Managers,3368,2017,Focal Points,Air Border Sector
2017/472,SBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/SBS/05 JO Triton 2017,80077,2017,Triton,Sea Border Sector
2017/519,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 RO to Guinea and DR Congo,39294,2017,Return Operations,Return Support Unit
2017/633,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 RO to Egypt&Sudan,179235,2017,Return Operations,Return Support Unit
2017/681,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/LBS/02 Focal Points,50294,2017,Focal Points,Land Borders Sector
2017/879,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/LBS/01 FOA,19761,2017,FOA,Land Borders Sector
2017/897,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 RO to Nigeria,85942,2017,Return Operations,Return Support Unit
2017/916,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/LBS/03 Coordination Points,9818,2017,Coordination Points,Land Borders Sector
2017/997,SBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/SBS/04 Minerva 2017,17903,2017,Minerva,Sea Border Sector
2017/1056,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 RO to Pakistan,64247,2017,Return Operations,Return Support Unit
2017/1129,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/LBS/01 FOA,35370,2017,FOA,Land Borders Sector
2017/1173,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 RO to Nigeria,74707,2017,Return Operations,Return Support Unit
2017/1196,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/ABS/11 Vega Children,13033,2017,VEGA Children,Air Border Sector
2017/1247,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/ABS/04 JO Focal Points 2017 Air Intermediate Managers,6295,2017,Focal Points,Air Border Sector
2017/1260,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 RO to Cameroon and Cote d'Ivoire,225677,2017,Return Operations,Return Support Unit
2017/1290,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/ABS/03 Focal Points 2017 Air,8050,2017,Focal Points,Air Border Sector
2017/1375,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/ABS/11 Vega Children,9466,2017,VEGA Children,Air Border Sector
2017/1379,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 RO to Nigeria and Gambia,58015,2017,Return Operations,Return Support Unit
2017/1415,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 RO to Ghana and DR Congo,37113,2017,Return Operations,Return Support Unit
2017/1432,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 RO to Guinea,141383,2017,Return Operations,Return Support Unit
2017/1464,PRU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/PRU/05 REX 2017,18410,2017,REX 2017,Pooled Resources Unit
2017/1505,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/ABS/03 Focal Points 2017 Air,6237,2017,Focal Points,Air Border Sector
2017/1513,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 CRO to Georgia,84664,2017,Return Operations,Return Support Unit
2017/1548,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/ABS/04 JO Focal Points 2017 Air Intermediate Managers,7392,2017,Focal Points,Air Border Sector
2017/1692,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland","2017/RSU/01 RO to Nigeria, Gambia",44207,2017,Return Operations,Return Support Unit
2017/1709,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland","2017/RSU/01 RO to Guinea, DR Congo",32699,2017,Return Operations,Return Support Unit
2017/1770,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2017/RSU/01 RO to Nigeria,41222,2017,Return Operations,Return Support Unit
2016/13,SBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2015/SBS/08 Poseidon Rapid Intervention,35592,2016,Poseidon,Sea Border Sector
2016/94,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/LBS/01 FOA,40271,2016,FOA,Land Borders Sector
2016/140,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/ABS/03 Focal Points Air,6155,2016,Focal Points,Air Border Sector
2016/142,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Nigeria,41022,2016,Return Operations,Return Support Unit
2016/170,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Nigeria,45252,2016,Return Operations,Return Support Unit
2016/223,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Nigeria&CJRO to Georgia,122930,2016,Return Operations,Return Support Unit
2016/224,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/ABS/06 Alexis,10788,2016,Alexis,Air Border Sector
2016/251,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/LBS/02 JO Focal Points,47074,2016,Focal Points,Land Borders Sector
2016/313,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/ABS/03 Focal Points Air,1600,2016,Focal Points,Air Border Sector
2016/327,SBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/SBS/05 EPN-Triton,27597,2016,Triton,Sea Border Sector
2016/416,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Nigeria,41398,2016,Return Operations,Return Support Unit
2016/455,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/LBS/01 FOA,56563,2016,FOA,Land Borders Sector
2016/462,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Russia,94219,2016,Return Operations,Return Support Unit
2016/463,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Nigeria,33459,2016,Return Operations,Return Support Unit
2016/499,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Armenia and Georgia,65661,2016,Return Operations,Return Support Unit
2016/511,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/ABS/04 Focal Points Air IM,12225,2016,Focal Points,Air Border Sector
2016/542,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Nigeria,24145,2016,Return Operations,Return Support Unit
2016/595,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Togo and Benin,154261,2016,Return Operations,Return Support Unit
2016/599,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/ABS/11 Vega children 2016,10453,2016,VEGA Children,Air Border Sector
2016/670,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/ABS/13 Eurocup,7797,2016,Eurocup,Air Border Sector
2016/766,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Egypt and Sudan,154121,2016,Return Operations,Return Support Unit
2016/796,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Nigeria,44127,2016,Return Operations,Return Support Unit
2016/839,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/ABS/03 Focal Points Air,6808,2016,Focal Points,Air Border Sector
2016/850,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Georgia and Armenia,26499,2016,Return Operations,Return Support Unit
2016/864,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/LBS/02 JO Focal Points,17547,2016,Focal Points,Land Borders Sector
2016/904,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Nigeria,29933,2016,Return Operations,Return Support Unit
2016/955,SBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/SBS/04 EPN Minerva 2016,12170,2016,Minerva,Sea Border Sector
2016/998,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/ABS/11 Vega children 2016,10635,2016,VEGA Children,Air Border Sector
2016/1136,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/LBS/01 FOA,22595,2016,FOA,Land Borders Sector
2016/1150,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/ABS/03 Focal Points Air,500,2016,Focal Points,Air Border Sector
2016/1159,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/ABS/04 Focal Points Air IM,15615,2016,Focal Points,Air Border Sector
2016/1190,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Ghana&Ivory Coast,213150,2016,Return Operations,Return Support Unit
2016/1259,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Nigeria,37771,2016,Return Operations,Return Support Unit
2016/1292,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Guinea and DR Congo,54072,2016,Return Operations,Return Support Unit
2016/1301,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/ABS/06 Alexis,13577,2016,Alexis,Air Border Sector
2016/1302,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 CJRO to Georgia,41669,2016,Return Operations,Return Support Unit
2016/1417,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Nigeria,35915,2016,Return Operations,Return Support Unit
2016/1516,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/ABS/03 Focal Points Air,14778,2016,Focal Points,Air Border Sector
2016/1543,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Sri Lanka,238825,2016,Return Operations,Return Support Unit
2016/1570,RSU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern, Switzerland",2016/RSU/01 JRO to Nigeria,44025,2016,Return Operations,Return Support Unit
2015/97,SBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/SBS/05 EPN-Triton,6723,2015,Triton,Sea Border Sector
2015/132,ROS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ROS/11 JRO to Nigeria,196,2015,Return Operations,Return Operations Sector
2015/169,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/LBS/02 Focal Points,29484,2015,Focal Points,Land Borders Sector
2015/184,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/LBS/01 Flexible Operational Activities,3611,2015,Flexible Operational Activities,Land Borders Sector
2015/201,ROS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ROS/14 JRO to Georgia,712,2015,Return Operations,Return Operations Sector
2015/252,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ABS/06 JO Alexis 2015,7642,2015,Alexis,Air Border Sector
2015/257,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ABS/04 Focal Points Intermediate Managers,880,2015,Focal Points,Air Border Sector
2015/268,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ABS/04 Focal Points Intermediate Managers,3853,2015,Focal Points,Air Border Sector
2015/269,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ABS/04 Focal Points Intermediate Managers,3586,2015,Focal Points,Air Border Sector
2015/288,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ABS/03 Focal Points,16178,2015,Focal Points,Air Border Sector
2015/331,ROS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ROS/21 JRO to Pakistan,95741,2015,Return Operations,Return Operations Sector
2015/399,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/LBS/01 Flexible Operational Activities,24627,2015,Flexible Operational Activities,Land Borders Sector
2015/428,SBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/SBS/05 EPN-Triton,7724,2015,Triton,Sea Border Sector
2015/474,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/LBS/03 Coordination Points,12241,2015,Coordination Points,Land Borders Sector
2015/488,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ABS/11 JO VEGA Children,7617,2015,VEGA Children,Air Border Sector
2015/512,ROS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ROS/35 JRO to Russia,78535,2015,Return Operations,Return Operations Sector
2015/515,ROS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ROS/33 JRO to DRC,34355,2015,Return Operations,Return Operations Sector
2015/520,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/LBS/02 Focal Points,18586,2015,Focal Points,Land Borders Sector
2015/539,ROS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ROS/31 JRO to Nigeria&Cote d'Ivore,3081,2015,Return Operations,Return Operations Sector
2015/645,ROS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ROS/37 JRO to Nigeria,2064,2015,Return Operations,Return Operations Sector
2015/660,SBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/SBS/04 Minerva 2015,2316,2015,Minerva,Sea Border Sector
2015/687,SBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/SBS/05 EPN-Triton,9601,2015,Triton,Sea Border Sector
2015/717,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ABS/11 JO VEGA Children,9467,2015,VEGA Children,Air Border Sector
2015/777,PRU,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/PRU/04 Rapid Intervention Exercise - REX 2015,11064,2015,Rapid Intervention Exercise - REX 2015,Pooled Resources Unit
2015/813,LBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/LBS/01 Flexible Operational Activities,17056,2015,Flexible Operational Activities,Land Borders Sector
2015/866,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ABS/04 Focal Points Intermediate Managers,4136,2015,Focal Points,Air Border Sector
2015/905,ROS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ROS/43 JRO to Nigeria,3173,2015,Return Operations,Return Operations Sector
2015/913,SBS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/SBS/03 EPN Indalo,8674,2015,Indalo,Sea Border Sector
2015/936,ABS,Switzerland,Customs/Border Guard,"Monbijoustrasse 40, CH-3003 Bern,Switzerland",2015/ABS/06 JO Alexis 2015,8695,2015,Alexis,Air Border Sector
