grant_no,unit_sector,country,beneficiary,address,project,eur,year,project_clean,unit_sector_long
2023/303,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",JO Moldova 2023,6949.65,2023,Moldova 2023,Deployment Management Division
2023/304,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",JO Seaports 2023,6714.25,2023,Seaports 2023,Deployment Management Division
2023/305,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",JO Focal Points Air 2023,12358.5,2023,Focal Points,Deployment Management Division
2023/310,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",JO Seaports 2023,6907.92,2023,Seaports 2023,Deployment Management Division
2023/338,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",JO Focal Points Air 2023,12358.5,2023,Focal Points,Deployment Management Division
2023/351,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Joint Operations Focal Points AIR 2023,5227.4,2023,Focal Points,Deployment Management Division
2023/356,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Joint Operations Focal Points AIR 2023 and JO Terra 2023,19038.51,2023,Focal Points,Deployment Management Division
2023/373,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2023/ECRET/01,11128,2023,European Centre for Returns,European Centre for Returns
2023/383,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Joint Operations Focal Points AIR 2023,14281.29,2023,Focal Points,Deployment Management Division
2023/411,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2023/ECRET/01,13910,2023,European Centre for Returns,European Centre for Returns
2023/415,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Joint Operations Focal Points AIR 2023,6286.25,2023,Focal Points,Deployment Management Division
2023/429,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Joint Operations Focal Points AIR 2023,6286.25,2023,Focal Points,Deployment Management Division
2023/446,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Joint Operations Focal Points AIR 2023,38269.62,2023,Focal Points,Deployment Management Division
2023/465,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2023/ECRET/01,11128,2023,European Centre for Returns,European Centre for Returns
2022/8,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2022/ECRET/01,5696.68,2022,European Centre for Returns,European Centre for Returns
2022/106/ECRET,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2022/ECRET/01,8399.61,2022,European Centre for Returns,European Centre for Returns
2022/185,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Joint Operations Focal Points AIR 2022 (JO FP - AIR),5336.09,2022,Focal Points,Deployment Management Division
2022/190,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2022/ECRET/01,9148.5,2022,European Centre for Returns,European Centre for Returns
2022/276,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2022/ECRET/01,7318.8,2022,European Centre for Returns,European Centre for Returns
2022/295,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Joint Operations Focal Points AIR 2022,5336.09,2022,Focal Points,Deployment Management Division
2022/296,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Joint Operations Focal Points AIR 2022,7273.86,2022,Focal Points,Deployment Management Division
2022/297,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Joint Operations Focal Points AIR 2022,6989.24,2022,Focal Points,Deployment Management Division
2022/337,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Joint Operations Focal Points AIR 2022,6848,2022,Focal Points,Deployment Management Division
2022/340,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2022/ECRET/01,8346,2022,European Centre for Returns,European Centre for Returns
2022/400,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2022/ECRET/01,8346,2022,European Centre for Returns,European Centre for Returns
2021/5,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2021/ECRet/01,4879.2,2021,European Centre for Returns,European Centre for Returns
2021/120,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2021/ECRet/01,5489.1,2021,European Centre for Returns,European Centre for Returns
2021/192,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2021/ECRet/01,7318.8,2021,European Centre for Returns,European Centre for Returns
2021/234,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Multipurpose Operational Activities LAND (MOA - LAND),7869.85,2021,Operational Activities LAND (MOA - LAND),Field Deployment Unit
2021/235,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Multipurpose Operational Activities AIR (MOA - AIR),12432.33,2021,Operational Activities AIR (MOA - AIR),Field Deployment Unit
2021/271,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Multipurpose Operational Activities AIR (MOA - AIR),9044.71,2021,Operational Activities AIR (MOA - AIR),Field Deployment Unit
2021/294,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2021/ECRet/01,7318.8,2021,European Centre for Returns,European Centre for Returns
2021/327,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Joint Operations Focal Points AIR 2021 (JO FP - AIR),26891.24,2021,Focal Points,Deployment Management Division
2021/356,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2021/ECRet/01,10946.1,2021,European Centre for Returns,European Centre for Returns
2021/380,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Joint Operations Focal Points Air 2021 (JO FP AIR),4961.59,2021,Focal Points,Deployment Management Division
2021/406,DMD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",Joint Operations Focal Points Air 2021 (JO FP AIR),6748.49,2021,Focal Points,Deployment Management Division
2021/416,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2021/ECRet/01,5489.1,2021,European Centre for Returns,European Centre for Returns
2020/8,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2020/ECRET/01 Return Support,2439.6,2020,European Centre for Returns,European Centre for Returns
2020/19,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2020/FDU/01/Human Resources/Light Technical Technical Equipment,20710.98,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/92,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2020/FDU/01/Human Resources/Light Technical Equipment,7117.64,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/116,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2020/ECRet/01/ CROs to Georgia,4879.2,2020,European Centre for Returns,European Centre for Returns
2020/229,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2020/ECRET/01,3659.4,2020,European Centre for Returns,European Centre for Returns
2020/249,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2020/ECRET/01,3659.4,2020,European Centre for Returns,European Centre for Returns
2020/314,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2020/ECRet/01,1219.8,2020,European Centre for Returns,European Centre for Returns
2019/3,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/ECRet/01 CRO to Georgia,2744.55,2019,European Centre for Returns,European Centre for Returns
2019/116,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/FDU/01 Human Resources,2439.6,2019,Human Resources,Field Deployment Unit
2019/132,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/FDU/01 Human Resources,10738.52,2019,Human Resources,Field Deployment Unit
2019/166,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/ECRet/01-FOA-R 2019 including return and pre- return related activities,2744.55,2019,FOA,European Centre for Returns
2019/178,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/FDU/01 Human Resources,10726.75,2019,Human Resources,Field Deployment Unit
2019/192,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/ECRet/01-FOA-R 2019 including return and pre- return related activities,4836.4,2019,FOA,European Centre for Returns
2019/194,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/FDU/01 Human Resources,27493.65,2019,Human Resources,Field Deployment Unit
2019/218,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/FDU/01 Human Resources,26983.26,2019,Human Resources,Field Deployment Unit
2019/225,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/ECRet/01-FOA-R 2019 including return and pre- return related activities,2439.6,2019,FOA,European Centre for Returns
2019/232,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/FDU/01 Human Resources,25675.72,2019,Human Resources,Field Deployment Unit
2019/266,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/ECRet/01 CRO to Georgia,2439.6,2019,European Centre for Returns,European Centre for Returns
2019/275,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/FDU/01 Human Resources,26793.87,2019,Human Resources,Field Deployment Unit
2019/285,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/FDU/01 Human Resources,24180.93,2019,Human Resources,Field Deployment Unit
2019/291,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/ECRet/01 CRO,4836.4,2019,European Centre for Returns,European Centre for Returns
2019/313,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/FDU/01 Human Resources,22792.07,2019,Human Resources,Field Deployment Unit
2019/330,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/ECRet/01 CRO to Georgia,2439.6,2019,European Centre for Returns,European Centre for Returns
2019/349,FDU,Georgia,Border Police of Georgia,"12, Kandelaki Str.,0160,  Tbilisi, Georgia",2019/FDU/01 Human Resources,24626.05,2019,Human Resources,Field Deployment Unit
2019/351,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/ECRet/01-FOA-R 2019 including return and pre- return related activities,7276,2019,FOA,European Centre for Returns
2019/359,FDU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2019/FDU/01 Human Resources,21891.13,2019,Human Resources,Field Deployment Unit
2018/7,RSU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2017/RSU/01 RO to Albania,2744.55,2018,Return Operations,Return Support Unit
2018/90,RSU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/RSU/01 CRO,2744.55,2018,Return Operations,Return Support Unit
2018/114,ORD,Georgia,Border Police of Georgia,"12, Kandelaki Str.,0160,Tbilisi, Georgia",2018/ORD/01 Human Resources,1365.5,2018,Human Resources,Operational Response Division
2018/135,RSU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/RSU/01 CRO to Georgia,2744.55,2018,Return Operations,Return Support Unit
2018/141,RSU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/RSU/01 CRO to Albania,2744.55,2018,Return Operations,Return Support Unit
2018/161,ORD,Georgia,Border Police of Georgia,"12, Kandelaki Str.,0160,Tbilisi, Georgia",2018/ORD/01 Human Resources,2043.17,2018,Human Resources,Operational Response Division
2018/163,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/RSU/01 CRO to Georgia,2744.55,2018,Return Operations,European Centre for Returns
2018/194,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/RSU/01 CRO,2744.55,2018,Return Operations,European Centre for Returns
2018/210,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/ECRet/01,5489.1,2018,European Centre for Returns,European Centre for Returns
2018/232,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/ECRet/01,4879.2,2018,European Centre for Returns,European Centre for Returns
2018/243,ORD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/ORD/01 Human Resources,9847.21,2018,Human Resources,Operational Response Division
2018/244,ORD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/ORD/01 Human Resources,11012.44,2018,Human Resources,Operational Response Division
2018/252,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/ECRet/01 CRO to Georgia,4879.2,2018,European Centre for Returns,European Centre for Returns
2018/272,ORD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/ORD/01 Human Resources,5405.8,2018,Human Resources,Operational Response Division
2018/279,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/ECRet/01 CRO to Georgia,4879.2,2018,European Centre for Returns,European Centre for Returns
2018/292,ORD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/ORD/01 Human Resources,6654,2018,Human Resources,Operational Response Division
2018/316,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/RSU/01 RO,5184.15,2018,Return Operations,European Centre for Returns
2018/319,ORD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/ORD/01 Human Resources,2836,2018,Human Resources,Operational Response Division
2018/320,ORD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/ORD/01 Human Resources,4978,2018,Human Resources,Operational Response Division
2018/321,ORD,Georgia,Border Police of Georgia,"12, Kandelaki Str.,0160,Tbilisi, Georgia",2018/ORD/01 Human Resources,6244.52,2018,Human Resources,Operational Response Division
2018/344,ORD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/ORD/01 Human Resources,4279,2018,Human Resources,Operational Response Division
2018/350,ORD,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/ORD/01 Human Resources,4135,2018,Human Resources,Operational Response Division
2018/381,ECRET,Georgia,Border Police of Georgia,"12, Kandelaki Str.,0160,Tbilisi, Georgia",2018/ECRet/01 CRO to Georgia,2439.6,2018,European Centre for Returns,European Centre for Returns
2018/388,ECRET,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2018/ECRet/01 CRO to Georgia,7623.75,2018,European Centre for Returns,European Centre for Returns
2017/491,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/ABS/06 JO Alexis,3896,2017,Alexis,Air Border Sector
2017/610,SBS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/SBS/07 JO Poseidon 2017,1684,2017,Poseidon,Sea Border Sector
2017/669,RSU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/RSU/01 CJRO to Georgia,3050,2017,Return Operations,Return Support Unit
2017/704,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/ABS/11 Vega Children,6418,2017,VEGA Children,Air Border Sector
2017/754,LBS,Georgia,Border Police of Georgia,"12, Kandelaki Str.,0160,  Tbilisi,Georgia",2017/LBS/01 FOA,3530,2017,FOA,Land Borders Sector
2017/784,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/ABS/04 JO Focal Points 2017 Air Intermediate Managers,2471,2017,Focal Points,Air Border Sector
2017/812,SBS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/SBS/06 Focal Points Sea 2017,1826,2017,Focal Points,Sea Border Sector
2017/889,LBS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/LBS/02 Focal Points,8977,2017,Focal Points,Land Borders Sector
2017/895,LBS,Georgia,Border Police of Georgia,"12, Kandelaki Str.,0160,  Tbilisi,Georgia",2017/LBS/01 FOA,3327,2017,FOA,Land Borders Sector
2017/1188,LBS,Georgia,Border Police of Georgia,"12, Kandelaki Str.,0160,  Tbilisi,Georgia",2017/LBS/01 FOA,3976,2017,FOA,Land Borders Sector
2017/1209,RSU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/RSU/01 CRO to Georgia,2440,2017,Return Operations,Return Support Unit
2017/1215,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/ABS/03 Focal Points 2017 Air,3793,2017,Focal Points,Air Border Sector
2017/1217,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/ABS/11 Vega Children,6796,2017,VEGA Children,Air Border Sector
2017/1303,LBS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/LBS/02 Focal Points,4790,2017,Focal Points,Land Borders Sector
2017/1355,LBS,Georgia,Border Police of Georgia,"12, Kandelaki Str.,0160,  Tbilisi,Georgia",2017/LBS/01 FOA,5208,2017,FOA,Land Borders Sector
2017/1372,SBS,Georgia,Border Police of Georgia,"12, Kandelaki Str.,0160,  Tbilisi,Georgia",2017/SBS/05 JO Triton 2017,10597,2017,Triton,Sea Border Sector
2017/1479,RSU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/RSU/01 CRO to Georgia,2440,2017,Return Operations,Return Support Unit
2017/1510,LBS,Georgia,Border Police of Georgia,"12, Kandelaki Str.,0160,  Tbilisi,Georgia",2017/LBS/01 FOA,3066,2017,FOA,Land Borders Sector
2017/1511,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/ABS/06 JO Alexis,3331,2017,Alexis,Air Border Sector
2017/1663,RSU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/RSU/01 RO to Georgia,2745,2017,Return Operations,Return Support Unit
2017/1673,SBS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/SBS/04 Minerva 2017,1595,2017,Minerva,Sea Border Sector
2017/1751,RSU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2017/RSU/01 CRO to Georgia,2745,2017,Return Operations,Return Support Unit
2016/378,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2016/ABS/06 Alexis,4892,2016,Alexis,Air Border Sector
2016/708,RSU,Georgia,Patrol Police Department,"12, Kandelaki Str.,0160,Tbilisi, Georgia",2016/RSU/01 CJRO to Georgia,3050,2016,Return Operations,Return Support Unit
2016/1072,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2016/ABS/04 Focal Points Air IM,2508,2016,Focal Points,Air Border Sector
2016/1073,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2016/ABS/03 Focal Points Air,3778,2016,Focal Points,Air Border Sector
2016/1202,LBS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2016/LBS/02 JO Focal Points,5932,2016,Focal Points,Land Borders Sector
2016/1215,LBS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2016/LBS/01 FOA,4849,2016,FOA,Land Borders Sector
2016/1268,RSU,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2016/RSU/01 CJRO to Georgia,2745,2016,Return Operations,Return Support Unit
2016/1409,LBS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2016/LBS/01 FOA,6386,2016,FOA,Land Borders Sector
2016/1439,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38,0190 Tbilisi, Georgia",2016/ABS/06 Alexis,3896,2016,Alexis,Air Border Sector
2015/388,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2015/ABS/06 JO Alexis 2015,3613,2015,Alexis,Air Border Sector
2015/675,LBS,Georgia,Border Police of Georgia,"12, Kandelaki Str.,0160,  Tbilisi, Georgia",2015/LBS/01 Flexible Operational Activities,2565,2015,Flexible Operational Activities,Land Borders Sector
2015/854,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2015/ABS/04 Focal Points Intermediate Managers,2531,2015,Focal Points,Air Border Sector
2015/855,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi,Georgia",2015/ABS/03 Focal Points,3383,2015,Focal Points,Air Border Sector
2015/1025,LBS,Georgia,Border Police of Georgia,"12, Kandelaki Str.,0160,  Tbilisi, Georgia",2015/LBS/01 Flexible Operational Activities,3821,2015,Flexible Operational Activities,Land Borders Sector
2014/419,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2014/ABS/06 Alexis,3717,2014,Alexis,Air Border Sector
2014/518,SBS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2014/SBS/07 Poseidon Sea,2763,2014,Poseidon,Sea Border Sector
2014/757,SBS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2014/SBS/06 EPN-Aeneas,1433,2014,Aeneas,Sea Border Sector
2014/765,ABS,Georgia,Patrol Police Department,"Noe Ramishvili st. 38, 0190 Tbilisi, Georgia",2014/ABS/04 Focal Points,3296.67,2014,Focal Points,Air Border Sector
