grant_no,unit_sector,country,beneficiary,address,project,eur,year,project_clean,unit_sector_long
2022/82,DMD,Lithuania,State Border Guard Service Lithuania,"SAVANORIŲ PR. 2, Vilnius LT-03116, Lithuania",2022/DMD/01 Human resources and Light technical equipment,588034,2022,Technical Equipment & Human Resources,Deployment Management Division
2022/133,FOU,Lithuania,State Border Guard Service Lithuania,"SAVANORIŲ PR. 2, Vilnius LT-03116, Lithuania",2022/FOU/01/Heavy Technical Equipment,429480,2022,Technical Equipment,Field Operations Unit
2022/137,FOU,Lithuania,State Border Guard Service Lithuania,"SAVANORIŲ PR. 2, Vilnius LT-03116, Lithuania",2022/FOU/01/Heavy Technical Equipment,580234,2022,Technical Equipment,Field Operations Unit
2022/142,DMD,Lithuania,State Border Guard Service Lithuania,"SAVANORIŲ PR. 2, Vilnius LT-03116, Lithuania","Support in the development of human resources to secure Member States’ contributions to the standing corps, in relation to category 1 of the standing corps",40811.01,2022,Human Resources,Deployment Management Division
2022/177,FOU,Lithuania,State Border Guard Service Lithuania,"SAVANORIŲ PR. 2, Vilnius LT-03116, Lithuania",2022/FOU/01/Heavy Technical Equipment,678446,2022,Technical Equipment,Field Operations Unit
2022/198,DMD,Lithuania,State Border Guard Service Lithuania,"SAVANORIŲ PR. 2, Vilnius LT-03116, Lithuania","Support in the development of human resources to secure Member States’ contributions to the standing corps, in relation to category 2 of the standing corps",544146.8,2022,Human Resources,Deployment Management Division
2022/223,DMD,Lithuania,State Border Guard Service Lithuania,"SAVANORIŲ PR. 2, Vilnius LT-03116, Lithuania",2022/DMD/01 Human resources and Light technical equipment,90226,2022,Technical Equipment & Human Resources,Deployment Management Division
2022/225,ECRET,Lithuania,"Migration Department, Ministry of Interior","L. Sapiegos str. Nr. 1, LT-10312 Vilnius, Lithuania",2022/ECRET/01,12221,2022,European Centre for Returns,European Centre for Returns
2022/251,DMD,Lithuania,State Border Guard Service Lithuania,"SAVANORIŲ PR. 2, Vilnius LT-03116, Lithuania","Support in the development of human resources to secure Member States’ contributions to the standing corps, in relation to category 3 of the standing corps",332201.62,2022,Human Resources,Deployment Management Division
2022/355,ECRET,Lithuania,State Border Guard Service Lithuania,"SAVANORIŲ PR. 2, Vilnius LT-03116, Lithuania",2022/ECRET/01,29408,2022,European Centre for Returns,European Centre for Returns
2022/399,ECRET,Lithuania,"Migration Department, Ministry of Interior","L. Sapiegos str. Nr. 1, LT-10312 Vilnius, Lithuania",2022/ECRET/01,190890,2022,European Centre for Returns,European Centre for Returns
2021/64,FDU,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2021/FDU/01 Human Resources and light technical equipment,953404,2021,Technical Equipment & Human Resources,Field Deployment Unit
2021/90,FSC,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2021/FSC/01 Human resources and Light technical equipment,83336,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/125,FDU,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2021/FDU/01/Heavy Technical Equipment,958192.02,2021,Technical Equipment,Field Deployment Unit
2021/155,TF Deploy,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania","Support in the development of human resources to secure Member Statesâ€™ contributions to the standing corps, in relation to category 1 of the standing corps",127666.77,2021,Human Resources,Task Force Deployment Management
2021/223,CGS,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2021/FDU/01 Human Resources and light technical equipment,13452,2021,Technical Equipment & Human Resources,Coast Guard Sector
2021/246,FDU,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2021/FDU/01/Heavy Technical Equipment,460763,2021,Technical Equipment,Field Deployment Unit
2021/257,DMD,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania","Support in the development of human resources to secure Member Statesâ€™ contributions to the standing corps, in relation to category 2 of the standing corps",331933.6,2021,Human Resources,Deployment Management Division
2021/288,DMD,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania","Support in the development of human resources to secure Member Statesâ€™ contributions to the standing corps, in relation to category 3 of the standing corps",453472.36,2021,Human Resources,Deployment Management Division
2021/352,ECRET,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2021/ECRet/01,5904,2021,European Centre for Returns,European Centre for Returns
2021/363,ECRET,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2021/ECRet/01,24856.05,2021,European Centre for Returns,European Centre for Returns
2021/424,DMD,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2021/FDU/01 Human resources and Light technical equipment,75205,2021,Technical Equipment & Human Resources,Deployment Management Division
2021/432,FOU,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2021/FDU/01/Heavy Technical Equipment,266488,2021,Technical Equipment,Field Operations Unit
2021/441,DMD,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2021/FDU/01 Human resources and Light technical equipment,70720,2021,Technical Equipment & Human Resources,Deployment Management Division
2020/85,FSC,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2020/FSC/GA FSC FIMO Deployment,134525,2020,FIMO Deployment,Frontex Situation Centre
2020/98,FDU,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2020/FDU/01/Human Resources/Light Technical Equipment,1847817,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/184,FDU,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2020/FDU/01/Heavy Technical Equipment,475660,2020,Technical Equipment,Field Deployment Unit
2020/217,FDU,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2020/FDU/01/Human Resources/Heavy Technical Technical Equipment,973552,2020,Technical Equipment & Human Resources,Field Deployment Unit
2020/330,TF Deploy,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",Financial Support Cat.2,174015,2020,Financial Support (Cat. 2) Task Force Deployment Management,Task Force Deployment Management
2019/64,FDU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2019/FDU/01 Human Resources,2399289,2019,Human Resources,Field Deployment Unit
2019/120,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2019/FSC/GA FSC FIMO Deployment,109407,2019,FIMO Deployment,Frontex Situation Centre
2019/226,FDU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2019/FDU/01 Technical Equipment,303906.38,2019,Technical Equipment,Field Deployment Unit
2019/282,FDU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2019/FDU/01 Technical Equipment,621778,2019,Technical Equipment,Field Deployment Unit
2018/28,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2,Vilnius LT-03116,Lithuania",2018/FSC/GA FSC FIMO Deployment,109639,2018,FIMO Deployment,Frontex Situation Centre
2018/60,ORD,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2,Vilnius LT-03116,Lithuania",2018/ORD/01 Human Resources,1707327,2018,Human Resources,Operational Response Division
2018/98,ORD,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2,Vilnius LT-03116,Lithuania",2018/ORD/01 Technical Equipment,26114,2018,Technical Equipment,Operational Response Division
2018/186,ORD,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2,Vilnius LT-03116,Lithuania",2018/ORD/01 Technical Equipment,1121109,2018,Technical Equipment,Operational Response Division
2018/221,ECRET,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2,Vilnius LT-03116,Lithuania",2018/ECRet/01,25275,2018,European Centre for Returns,European Centre for Returns
2018/325,TRU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2,Vilnius LT-03116,Lithuania","2018/CFP/TRU/01 Study: The use of drones for border conrol - tactics, methodological recommendations, best practice",56566.32,2018,Training Unit,Training Unit
2018/365,PRU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2,Vilnius LT-03116,Lithuania",2018/PRU/07 Rapid Border Intervention Exercise 2018,10409,2018,Rapid Border Intervention Exercise 2018,Pooled Resources Unit
2017/17,ABS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/ABS/03 Focal Points 2017 Air,8920,2017,Focal Points (Air),Air Border Sector
2017/30,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/07 JO Poseidon 2017,62665,2017,Poseidon,Sea Border Sector
2017/42,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/01 FOA,42585,2017,Flexible Operational Activities,Land Borders Sector
2017/77,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/FSC/02 FSC Support Officer Deployment,6287,2017,Frontex Situation Centre,Frontex Situation Centre
2017/99,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/02 Focal Points,13420,2017,Focal Points (Land),Land Borders Sector
2017/115,ABS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/ABS/04 JO Focal Points 2017 Air Intermediate Managers,4338,2017,Focal Points (Air),Air Border Sector
2017/151,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/01 FOA,26622,2017,Flexible Operational Activities,Land Borders Sector
2017/155,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/01 FOA,6263,2017,Flexible Operational Activities,Land Borders Sector
2017/202,ABS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/ABS/06 JO Alexis,18223,2017,Alexis,Air Border Sector
2017/293,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/07 JO Poseidon 2017,88320,2017,Poseidon,Sea Border Sector
2017/322,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/02 Focal Points,15269,2017,Focal Points (Land),Land Borders Sector
2017/326,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/07 JO Poseidon 2017,11879,2017,Poseidon,Sea Border Sector
2017/336,RSU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/RSU/03 JO Poseidon,74549,2017,Poseidon,Return Support Unit
2017/338,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/01 FOA,10072,2017,Flexible Operational Activities,Land Borders Sector
2017/384,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/FSC/01 FSC Support Officer Deployment,20625,2017,Frontex Situation Centre,Frontex Situation Centre
2017/393,RSU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/RSU/01 RO to Pakistan,3812,2017,Return Operations,Return Support Unit
2017/419,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/05 JO Triton 2017,10718,2017,Triton,Sea Border Sector
2017/493,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/07 JO Poseidon 2017,13904,2017,Poseidon,Sea Border Sector
2017/498,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/01 FOA,14087,2017,Flexible Operational Activities,Land Borders Sector
2017/503,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/07 JO Poseidon 2017,500510,2017,Poseidon,Sea Border Sector
2017/533,RSU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/RSU/03 JO Poseidon,65501,2017,Poseidon,Return Support Unit
2017/541,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/02 Focal Points,15269,2017,Focal Points (Land),Land Borders Sector
2017/562,ABS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/ABS/06 JO Alexis,7841,2017,Alexis,Air Border Sector
2017/565,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/07 JO Poseidon 2017,53087,2017,Poseidon,Sea Border Sector
2017/627,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/05 JO Triton 2017,12733,2017,Triton,Sea Border Sector
2017/641,ABS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/ABS/03 Focal Points 2017 Air,6922,2017,Focal Points (Air),Air Border Sector
2017/698,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/01 FOA,10286,2017,Flexible Operational Activities,Land Borders Sector
2017/703,ABS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/ABS/04 JO Focal Points 2017 Air Intermediate Managers,4545,2017,Focal Points (Air),Air Border Sector
2017/766,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/07 JO Poseidon 2017,28007,2017,Poseidon,Sea Border Sector
2017/767,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/07 JO Poseidon 2017,9498,2017,Poseidon,Sea Border Sector
2017/776,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/01 FOA,13915,2017,Flexible Operational Activities,Land Borders Sector
2017/777,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/02 Focal Points,6038,2017,Focal Points (Land),Land Borders Sector
2017/789,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/03 Coordination Points,6362,2017,Coordination Points,Land Borders Sector
2017/816,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/FSC/02 FSC Support Officer Deployment,7102,2017,Frontex Situation Centre,Frontex Situation Centre
2017/817,RSU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/RSU/03 JO Poseidon,65879,2017,Poseidon,Return Support Unit
2017/840,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/03 Coordination Points,3520,2017,Coordination Points,Land Borders Sector
2017/913,ABS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/ABS/03 Focal Points 2017 Air,16497,2017,Focal Points (Air),Air Border Sector
2017/979,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/01 FOA,25799,2017,Flexible Operational Activities,Land Borders Sector
2017/996,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/04 Minerva 2017,11259,2017,Minerva,Sea Border Sector
2017/1052,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/07 JO Poseidon 2017,14350,2017,Poseidon,Sea Border Sector
2017/1061,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/03 Coordination Points,7004,2017,Coordination Points,Land Borders Sector
2017/1079,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/03 Coordination Points,7004,2017,Coordination Points,Land Borders Sector
2017/1081,RSU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/RSU/03 Poseidon,51199,2017,Poseidon,Return Support Unit
2017/1082,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/FSC/02 FSC Support Officer Deployment,6658,2017,Frontex Situation Centre,Frontex Situation Centre
2017/1092,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/01 FOA,14138,2017,Flexible Operational Activities,Land Borders Sector
2017/1093,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/02 Focal Points,16114,2017,Focal Points (Land),Land Borders Sector
2017/1111,ABS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/ABS/06 JO Alexis,6855,2017,Alexis,Air Border Sector
2017/1123,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/05 JO Triton 2017,21910,2017,Triton,Sea Border Sector
2017/1128,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/01 FOA,30616,2017,Flexible Operational Activities,Land Borders Sector
2017/1292,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/FSC/02 FSC Support Officer Deployment,6843,2017,Frontex Situation Centre,Frontex Situation Centre
2017/1310,RSU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/RSU/01 RO to Pakistan,2982,2017,Return Operations,Return Support Unit
2017/1313,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/01 FOA,14970,2017,Flexible Operational Activities,Land Borders Sector
2017/1315,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/07 JO Poseidon 2017,83323,2017,Poseidon,Sea Border Sector
2017/1359,RSU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/RSU/03 JO Poseidon/Readmission,63515,2017,Poseidon,Return Support Unit
2017/1452,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/FSC/01 FSC Support Officer Deployment,19788,2017,Frontex Situation Centre,Frontex Situation Centre
2017/1481,PRU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/PRU/05 REX 2017,49183,2017,Rapid intervention exercise,Pooled Resources Unit
2017/1531,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/07 JO Poseidon 2017,32325,2017,Poseidon,Sea Border Sector
2017/1542,TRU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/TRU/D3 Profiling and 2nd Line Interview during Border Checks,56836,2017,Training Unit,Training Unit
2017/1556,ABS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/ABS/06 JO Alexis,8926,2017,Alexis,Air Border Sector
2017/1576,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/FSC/01 FSC Support Officer Deployment,7110,2017,Frontex Situation Centre,Frontex Situation Centre
2017/1632,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/07 JO Poseidon 2017,10224,2017,Poseidon,Sea Border Sector
2017/1660,RSU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/RSU/03 JO Poseidon/Readmission,38937,2017,Poseidon,Return Support Unit
2017/1714,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/FSC/01 FSC FIMO Deployment,13500,2017,FIMO Deployment,Frontex Situation Centre
2017/1715,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/FSC/01 FSC FIMO Deployment,14056,2017,FIMO Deployment,Frontex Situation Centre
2017/1723,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/02 Focal Points,6912,2017,Focal Points (Land),Land Borders Sector
2017/1733,RSU,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/RSU/03 JO Poseidon/Readmission,43207,2017,Poseidon,Return Support Unit
2017/1775,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/07 JO Poseidon 2017,12409,2017,Poseidon,Sea Border Sector
2017/1776,LBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/LBS/02 Focal Points,6691,2017,Focal Points (Land),Land Borders Sector
2017/1805,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/FSC/02 FSC FIMO Deployment,6775,2017,FIMO Deployment,Frontex Situation Centre
2017/1831,SBS,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/SBS/05 JO Triton 2017,12210,2017,Triton,Sea Border Sector
