grant_no,unit_sector,country,beneficiary,address,project,eur,year,project_clean,unit_sector_long
2021/75,FSC,Spain,Comisaría General de Extranjería y Fronteras,"C/ General PardiÃ±as 90 bis, 28006, Madrid, Spain",2021/FSC/01 Human resources and Light technical equipment,55591,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/76,FSC,Portugal,Portuguese Navy,"Rua do Arsenal
1149-001 Lisboa
Portugal",2021/FSC/01 Human resources and Light  technical equipment,133856,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/77,FSC,Hungary,Hungarian National Police,"4-6. Teve utca, Budapest 1139, Hungary",2021/FSC/01 Human resources and Light technical equipment,41504,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/80,FSC,Romania,Romanian Border Police / Coast Guard,"42.C, Geniului Boulevard, Sector 6, Bucharest, Romania",2021/FSC/01 Human resources and Light technical equipment,60172,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/81,FSC,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2021/FSC/01 Human resources and Light technical equipment,68758,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/86,FSC,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa, Portugal",2021/FSC/01 Human resources and Light technical equipment,74697,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/90,FSC,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2021/FSC/01 Human resources and Light technical equipment,83336,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/102,FSC,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  UrbanizaÃ§Ã£o CabanasGolfe, no 1, 2734-506 Barcarena, Portugal",2021/FSC/01 Human resources and Light technical equipment,18320,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/103,FSC,Italy,Italian Ministry of Interior,"Via Tuscolana 1548, 00173 Roma, Italy",2021/FSC/01 Human resources and Light technical equipment,200286,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/104,FSC,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2021/FSC/01 Human resources and Light technical equipment,69142,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/105,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548, 00173 Roma, Italy",2021/FSC/01 Human resources and Light technical equipment,185459,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/107,FSC,Malta,Armed Forces of Malta,"General Headquarters, Luqa Barracks, Malta",2021/FSC/01 Human resources and Light technical equipment,172639,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/108,FSC,Germany,Federal Police Central Office,"Heinrich-Mann-Allee 103, Haus 44, 14473 Potsdam,Germany",2021/FSC/01 Human resources and Light technical equipment,66679,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/109,FSC,Spain,Jefatura Fiscal y de Fronteras,"C/ Guzman el Bueno, 110, 28003 Madrid, Spain",2021/FSC/01 Human resources and Light technical equipment,83412,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/412,FSC,Croatia,Croatian Ministry of Interior,"Illica 335, 10000 Zagreb, Croatia",2021/FSC/01 Human resources and Light technical equipment,15880,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2021/434,FSC,Croatia,Croatian Ministry of Interior,"Illica 335, 10000 Zagreb, Croatia",2021/FSC/01 Human resources and Light technical equipment,15784,2021,Technical Equipment & Human Resources,Frontex Situation Centre
2020/27,FSC,Romania,Romanian Police,"SOS Stefan Cel Mare 13 Sector 2, Bucharest",2020/FSC/GA FSC FIMO Deployment,245813,2020,FIMO Deployment,Frontex Situation Centre
2020/66,FSC,Bulgaria,Chief Directorate Border Police - Ministry of Interior,"29 â€œ6-ti Septemvriâ€ str. Sofia 1000, BULGARIA",2020/FSC/GA FSC FIMO Deployment,40173,2020,FIMO Deployment,Frontex Situation Centre
2020/69,FSC,Spain,Comisaría General de Extranjería y Fronteras,"C/ General PardiÃ±as 90 bis, 28006, Madrid",2020/FSC/GA FSC FIMO Deployment,64372,2020,FIMO Deployment,Frontex Situation Centre
2020/70,FSC,Latvia,State Border Guard,"Republic of Latvia, Rudolfa str. 5, LV-1012, Riga",2020/FSC/GA FSC FIMO Deployment,86983,2020,FIMO Deployment,Frontex Situation Centre
2020/71,FSC,Belgium,Federal Police,"Kroonlaan 145A, 1050 Brussels",2020/FSC/GA FSC FIMO Deployment,41286,2020,FIMO Deployment,Frontex Situation Centre
2020/73,FSC,Estonia,Police and Border Guard Board,"PÃ¤rnu mnt 139, 15060 Tallinn, Estonia",2020/FSC/GA FSC FIMO Deployment,59287,2020,FIMO Deployment,Frontex Situation Centre
2020/74,FSC,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  UrbanizaÃ§Ã£o Cabanas Golfe, no 1,2734-506 Barcarena",2020/FSC/GA FSC FIMO Deployment,7212,2020,FIMO Deployment,Frontex Situation Centre
2020/75,FSC,Austria,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna, Austria",2020/FSC/GA FSC FIMO Deployment,20731,2020,FIMO Deployment,Frontex Situation Centre
2020/82,FSC,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7, Czech Republic",2020/FSC/GA FSC FIMO Deployment,36936,2020,FIMO Deployment,Frontex Situation Centre
2020/83,FSC,Hungary,Hungarian National Police,"4-6. Teve utca, Budapest 1139, Hungary",2020/FSC/GA FSC FIMO Deployment,16717,2020,FIMO Deployment,Frontex Situation Centre
2020/85,FSC,Lithuania,State Border Guard Service Lithuania,"SAVANORIÅ² PR. 2, Vilnius LT-03116, Lithuania",2020/FSC/GA FSC FIMO Deployment,134525,2020,FIMO Deployment,Frontex Situation Centre
2020/86,FSC,Norway,National Police Directorate,"Fr. Nansensvei 14-16, NO 0369 Oslo â€“ Norway",2020/FSC/GA FSC FIMO Deployment,30361,2020,FIMO Deployment,Frontex Situation Centre
2020/89,FSC,Malta,Armed Forces of Malta,"General Headquarters, Luqa Barracks, Malta",2020/FSC/GA FSC FIMO Deployment,153842,2020,FIMO Deployment,Frontex Situation Centre
2020/101,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548, 00173 Roma, Italy",2020/FSC/GA FSC FIMO Deployment,161214,2020,FIMO Deployment,Frontex Situation Centre
2020/111,FSC,Portugal,Maritime Police,"Praca do Comercio, 1100-148 Lisboa, Portugal",2020/FSC/GA FSC FIMO Deployment,44274,2020,FIMO Deployment,Frontex Situation Centre
2020/117,FSC,Netherlands,Royal Marechaussee,"3769ZK Soesterberg, MPC 54A, PO Box 160",2020/FSC/GA FSC FIMO Deployment,50244,2020,FIMO Deployment,Frontex Situation Centre
2020/118,FSC,Spain,Jefatura Fiscal y de Fronteras,"C/ Guzman el Bueno, 110, 28003 Madrid, Spain",2020/FSC/GA FSC FIMO Deployment,91194,2020,FIMO Deployment,Frontex Situation Centre
2020/119,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548, 00173 Roma, Italy",2020/FSC/GA FSC FIMO Deployment,17598,2020,FIMO Deployment,Frontex Situation Centre
2020/124,FSC,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa",2020/FSC/GA FSC FIMO Deployment,53836,2020,FIMO Deployment,Frontex Situation Centre
2020/137,FSC,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2020/FSC-GR/Human Resources/Light Technical Equipment,14568,2020,Technical Equipment & Human Resources,Frontex Situation Centre
2020/145,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548, 00173 Roma, Italy",2020/FSC/GA FSC information Exchange Deployment,48891,2020,FSC information Exchange Deployment,Frontex Situation Centre
2020/146,FSC,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2020/FSC/GA FSC FIMO Deployment/Mas plane,89725,2020,FIMO Deployment,Frontex Situation Centre
2020/198,FSC,Croatia,Croatian Ministry of Interior,"Illica 335, 10000 Zagreb, Croatia",2020/FSC/GA FSC FIMO Deployment,42151,2020,FIMO Deployment,Frontex Situation Centre
2020/199,FSC,Croatia,Croatian Ministry of Interior,"Illica 335, 10000 Zagreb, Croatia",2020/FSC/GA FSC FIMO Deployment,42504,2020,FIMO Deployment,Frontex Situation Centre
2020/200,FSC,Poland,Border Guard,"Al. Niepodleglosci 100, 02-514 Warszawa, Poland",2020/FSC/GA FSC FIMO Deployment,28860.52,2020,FIMO Deployment,Frontex Situation Centre
2020/277,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548, 00173 Roma, Italy",2020/FSC/GA FSC FIMO Deployment,23664,2020,FIMO Deployment,Frontex Situation Centre
2020/300,FSC,Poland,Border Guard,"Al. Niepodleglosci 100, 02-514 Warszawa, Poland",2020/FSC/GA FSC FIMO Deployment,5809,2020,FIMO Deployment,Frontex Situation Centre
2020/334,FSC,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 Lisboa",2020/FSC/GA FSC FIMO Deployment,22707,2020,FIMO Deployment,Frontex Situation Centre
2019/54,FSC,Belgium,Federal Police,"Kroonlaan 145A, 1050 Brussels",2019/FSC/GA FSC FIMO Deployment,40357,2019,FIMO Deployment,Frontex Situation Centre
2019/55,FSC,Spain,Comisaría General de Extranjería y Fronteras,"C/ General PardiÃ±as 90 bis, 28006, Madrid",2019/FSC/GA FSC FIMO Deployment,68381,2019,FIMO Deployment,Frontex Situation Centre
2019/77,FSC,Estonia,Police and Border Guard Board,"PÃ¤rnu mnt 139, 15060 Tallinn, Estonia",2019/FSC/GA FSC FIMO Deployment,38199,2019,FIMO Deployment,Frontex Situation Centre
2019/78,FSC,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 LisboaPortugal",2019/FSC/GA FSC FIMO Deployment,67465,2019,FIMO Deployment,Frontex Situation Centre
2019/79,FSC,Spain,Jefatura Fiscal y de Fronteras,"C/ Guzman el Bueno, 110, 28003 Madrid, Spain",2019/FSC/GA FSC FIMO Deployment,76962,2019,FIMO Deployment,Frontex Situation Centre
2019/80,FSC,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa",2019/FSC/GA FSC FIMO Deployment,72576,2019,FIMO Deployment,Frontex Situation Centre
2019/81,FSC,Romania,General Inspectorate of Aviation,"Calea Ion Zavoi 14, Sector 1, Bucharest",2019/FSC/GA FSC FIMO Deployment,6699,2019,FIMO Deployment,Frontex Situation Centre
2019/82,FSC,Latvia,State Border Guard,"Republic of Latvia, Rudolfa str. 5, LV-1012, Riga",2019/FSC/GA FSC FIMO Deployment,105587,2019,FIMO Deployment,Frontex Situation Centre
2019/83,FSC,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177 Athens, Greece",2019/FSC/GA FSC FIMO Deployment,42132,2019,FIMO Deployment,Frontex Situation Centre
2019/97,FSC,Romania,Romanian Police,"SOS Stefan Cel Mare 13 Sector 2, Bucharest",2019/FSC/GA FSC FIMO Deployment,119949,2019,FIMO Deployment,Frontex Situation Centre
2019/118,FSC,Netherlands,Royal Marechaussee,"P.O. Box 906152509 LP The Hague",2019/FSC/GA FSC FIMO Deployment,88649,2019,FIMO Deployment,Frontex Situation Centre
2019/120,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2019/FSC/GA FSC FIMO Deployment,109407,2019,FIMO Deployment,Frontex Situation Centre
2019/122,FSC,Austria,Federal Ministry of Interior,"Herrengasse 7, Postfach 100, A-1014 Vienna,Austria",2019/FSC/GA FSC FIMO Deployment,26677,2019,FIMO Deployment,Frontex Situation Centre
2019/126,FSC,Bulgaria,Chief Directorate Border Police - Ministry of Interior,"48 â€œKnyaginya Maria Louisaâ€ Blvd, Sofia 1202,Bulgaria",2019/FSC/GA FSC FIMO Deployment,32739,2019,FIMO Deployment,Frontex Situation Centre
2019/134,FSC,Hungary,Hungarian National Police,"4-6. Teve utca, Budapest 1139, Hungary",2019/FSC/GA FSC FIMO Deployment,21187,2019,FIMO Deployment,Frontex Situation Centre
2019/139,FSC,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,  UrbanizaÃ§Ã£oCabanas Golfe, no 1, 2734-506 Barcarena",2019/FSC/GA FSC FIMO Deployment,17199,2019,FIMO Deployment,Frontex Situation Centre
2019/140,FSC,Portugal,Portuguese Air Force,"Avenida da ForÃ§a AÃ©rea n.o1, Alfragide 2614-506,Portugal",2018/FSC/GA FSC FIMO Deployment,21324,2019,FIMO Deployment,Frontex Situation Centre
2019/141,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548, 00173 Roma, Italy",2019/FSC/GA FSC FIMO Deployment,90126,2019,FIMO Deployment,Frontex Situation Centre
2019/156,FSC,Croatia,Croatian Ministry of Interior,"Illica 335, 10000 Zagreb, Croatia",2018/FSC/GA FSC FIMO Deployment,20464,2019,FIMO Deployment,Frontex Situation Centre
2019/162,FSC,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus, Greece",2018/FSC/GA FSC FIMO Deployment,178006,2019,FIMO Deployment,Frontex Situation Centre
2019/197,FSC,Malta,Armed Forces of Malta,"General Headquarters, Luqa Barracks, Malta",2019/FSC/GA FSC FIMO Deployment,56653,2019,FIMO Deployment,Frontex Situation Centre
2019/252,FSC,Norway,National Police Directorate,"Fr. Nansensvei 14-16, NO 0369 Oslo â€“ Norway",2019/FSC/GA FSC FIMO Deployment,19384,2019,FIMO Deployment,Frontex Situation Centre
2019/255,FSC,Croatia,Croatian Ministry of Interior,"Illica 335, 10000 Zagreb, Croatia",2019/FSC/GA FSC FIMO Deployment,120098,2019,FIMO Deployment,Frontex Situation Centre
2019/307,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548, 00173 Roma, Italy",2019/FSC/GA FSC FIMO Deployment,150330,2019,FIMO Deployment,Frontex Situation Centre
2019/314,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548, 00173 Roma, Italy",2019/FSC/GA FSC FIMO Deployment,35461,2019,FIMO Deployment,Frontex Situation Centre
2018/24,FSC,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510 Piraeus,Greece",2018/FSC/GA FSC FIMO Deployment,88193,2018,FIMO Deployment,Frontex Situation Centre
2018/25,FSC,Portugal,Foreigners and Borders Service,"Avenida do Casal deCabanas,  UrbanizaÃ§Ã£oCabanas Golfe, no 1,2734-506 Barcarena",2018/FSC/GA FSC FIMO Deployment,6699,2018,FIMO Deployment,Frontex Situation Centre
2018/27,FSC,Romania,Romanian Border Police / Coast Guard,"42.C, GeniuluiBoulevard, Sector 6,Bucharest, Romania",2018/FSC/GA FSC FIMO Deployment,136280,2018,FIMO Deployment,Frontex Situation Centre
2018/28,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2,Vilnius LT-03116,Lithuania",2018/FSC/GA FSC FIMO Deployment,109639,2018,FIMO Deployment,Frontex Situation Centre
2018/29,FSC,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street,10177 Athens, Greece",2018/FSC/GA FSC FIMO Deployment,26796,2018,FIMO Deployment,Frontex Situation Centre
2018/36,FSC,Netherlands,Royal Marechaussee,"P.O. Box 906152509 LP The Hague",2018/FSC/GA FSC FIMO Deployment,85374,2018,FIMO Deployment,Frontex Situation Centre
2018/37,FSC,Estonia,Police and Border Guard Board,"PÃ¤rnu mnt 139, 15060Tallinn, Estonia",2018/FSC/GA FSC FIMO Deployment,34685,2018,FIMO Deployment,Frontex Situation Centre
2018/38,FSC,Austria,Federal Ministry of Interior,"Herrengasse 7, Postfach100, A-1014 Vienna,Austria",2018/FSC/GA FSC FIMO Deployment,53582,2018,FIMO Deployment,Frontex Situation Centre
2018/39,FSC,Spain,Comisaría General de Extranjería y Fronteras,"C/ General PardiÃ±as 90bis, 28006, Madrid",2018/FSC/GA FSC FIMO Deployment,70349,2018,FIMO Deployment,Frontex Situation Centre
2018/40,FSC,Spain,Jefatura Fiscal y de Fronteras,"C/ Guzman el Bueno,110, 28003 Madrid,Spain",2018/FSC/GA FSC FIMO Deployment,79335,2018,FIMO Deployment,Frontex Situation Centre
2018/41,FSC,Portugal,Guarda Nacional Republicana,"Largo do Carmo, 1200-092 Lisboa",2018/FSC/GA FSC FIMO Deployment,153509,2018,FIMO Deployment,Frontex Situation Centre
2018/103,FSC,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89Praha 7, Czech Republic",2018/FSC/GA FSC FIMO Deployment,7303,2018,FIMO Deployment,Frontex Situation Centre
2018/109,FSC,Latvia,State Border Guard,"Republic of Latvia,Rudolfa str. 5, LV-1012,Riga",2018/FSC/GA FSC FIMO Deployment,89506,2018,FIMO Deployment,Frontex Situation Centre
2018/139,FSC,Hungary,Hungarian National Police,"4-6. Teve utca, Budapest1139, Hungary",2018/FSC/GA FSC FIMO Deployment,16691,2018,FIMO Deployment,Frontex Situation Centre
2018/140,FSC,Belgium,Federal Police,"Kroonlaan 145A, 1050Brussels",2018/FSC/GA FSC FIMO Deployment,16622,2018,FIMO Deployment,Frontex Situation Centre
2018/142,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548,00173 Roma, Italy",2018/FSC/GA FSC FIMO Deployment,7303,2018,FIMO Deployment,Frontex Situation Centre
2018/143,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548,00173 Roma, Italy",2018/FSC/GA FSC FIMO Deployment,21506,2018,FIMO Deployment,Frontex Situation Centre
2018/144,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548,00173 Roma, Italy",2018/FSC/GA FSC FIMO Deployment,211728,2018,FIMO Deployment,Frontex Situation Centre
2018/145,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548,00173 Roma, Italy",2018/FSC/GA FSC FIMO Deployment,258581,2018,FIMO Deployment,Frontex Situation Centre
2018/146,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548,00173 Roma, Italy",2018/FSC/GA FSC FIMO Deployment,91057,2018,FIMO Deployment,Frontex Situation Centre
2018/147,FSC,Portugal,Portuguese Navy,"Rua do Arsenal1149-001 Lisboa",2018/FSC/GA FSC FIMO Deployment,225928,2018,FIMO Deployment,Frontex Situation Centre
2018/158,FSC,Bulgaria,Chief Directorate Border Police - Ministry of Interior,"46 â€œKnyaginya MariaLouisaâ€ Blvd, Sofia1202, Bulgaria",2018/FSC/GA FSC FIMO Deployment,14405,2018,FIMO Deployment,Frontex Situation Centre
2018/216,FSC,Malta,Armed Forces of Malta,"General Headquarters,Luqa Barracks, Malta",2018/FSC/GA FSC FIMO Deployment,18035,2018,FIMO Deployment,Frontex Situation Centre
2018/228,FSC,Poland,Border Guard,"Al. Niepodleglosci 100,02-514 Warszawa,Poland","2018/FSC/01 Situational monitoring, deployment of GOs",45276,2018,"Situational monitoring, deployment of GOs",Frontex Situation Centre
2018/251,FSC,Germany,Federal Police Central Office,"Heinrich-Mann-Allee103, Haus 44, 14473Potsdam, Germany","2018/FSC/01 Situational monitoring, deployment of GOs",28294,2018,"Situational monitoring, deployment of GOs",Frontex Situation Centre
2018/380,FSC,Croatia,Croatian Ministry of Interior,"Illica 335, 10000 Zagreb,Croatia",2018/FSC/GA FSC FIMO Deployment,31046,2018,FIMO Deployment,Frontex Situation Centre
2017/50,FSC,Romania,Romanian Border Police / Coast Guard,"42.C, Geniului Boulevard, Sector 6,Bucharest, Romania",2017/FSC/02 FSC Support Officer Deployment,20259,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/51,FSC,Spain,Comisaría General de Extranjería y Fronteras,"C/ General Pardinas 90, 28006Madrid, Spain",2017/FSC/01 FSC Support Officer Deployment,14635,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/52,FSC,Romania,Romanian Border Police / Coast Guard,"42.C, Geniului Boulevard, Sector 6,Bucharest, Romania",2017/FSC/01 FSC Support Officer Deployment,16200,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/56,FSC,Finland,Finnish Border Guard,"Vilhonvuorenkatu 6, FIN-00131Helsinki, Finland",2017/FSC/02 FSC Support Officer Deployment,8107,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/57,FSC,Spain,Comisaría General de Extranjería y Fronteras,"C/ General Pardinas 90, 28006Madrid, Spain",2017/FSC/02 FSC Support Officer Deployment,10224,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/58,FSC,Netherlands,Royal Marechaussee,"P.O. Box 906152509 LP The Hague",2017/FSC/02 FSC Support Officer Deployment,5865,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/77,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/FSC/02 FSC Support Officer Deployment,6287,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/78,FSC,Portugal,Foreigners and Borders Service,"Avenida do Casal de Cabanas,UrbanizaÃ§Ã£o Cabanas Golfe, no 1,2734-506 Barcarena",2017/FSC/02 FSC Support Officer Deployment,8642,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/79,FSC,Estonia,Police and Border Guard Board,"PÃ¤rnu mnt 139, 15060 Tallinn,Estonia",2017/FSC/02 FSC Support Officer Deployment,9088,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/108,FSC,Greece,Hellenic Coast Guard,"Akti Vassiliadi, Gate E1-E2, 18510Piraeus, Greece",2017/FSC/01 FSC Support Officer Deployment,27148,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/120,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548, 00173 Roma,Italy",2017/FSC/02 FSC Support Officer Deployment,7501,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/237,FSC,Czech Republic,Police of the Czech Republic,"Strojnicka 27, 170 89 Praha 7,Czech Republic",2017/FSC/02 FSC Support Officer Deployment,7025,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/284,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548, 00173 Roma,Italy",2017/FSC/02 FSC Support Officer Deployment,7822,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/285,FSC,Netherlands,Royal Marechaussee,"P.O. Box 906152509 LP The Hague",2017/FSC/02 FSC Support Officer Deployment,29901,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/294,FSC,Greece,"Hellenic Police, Ministry of Public Order and Citizens' Protection","4 Kanellopoulou street, 10177Athens, Greece",2017/FSC/02 FSC Support Officer Deployment,26767,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/357,FSC,Romania,Romanian Border Police / Coast Guard,"42.C, Geniului Boulevard, Sector 6,Bucharest, Romania",2017/FSC/01 FSC Support Officer Deployment,5995,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/358,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548, 00173 Roma,Italy",2017/FSC/01 FSC Support Officer Deployment,6989,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/384,FSC,Lithuania,State Border Guard Service Lithuania,"Savanoriou Ave. 2, Vilnius LT-03116, Lithuania",2017/FSC/01 FSC Support Officer Deployment,20625,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/394,FSC,Spain,Comisaría General de Extranjería y Fronteras,"C/ General Pardinas 90, 28006Madrid, Spain",2017/FSC/02 FSC Support Officer Deployment,23003,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/395,FSC,Romania,Romanian Border Police / Coast Guard,"42.C, Geniului Boulevard, Sector 6,Bucharest, Romania",2017/FSC/01 FSC Support Officer Deployment,19021,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/412,FSC,Spain,Comisaría General de Extranjería y Fronteras,"C/ General Pardinas 90, 28006Madrid, Spain",2017/FSC/01 FSC Support Officer Deployment,29698,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/440,FSC,Hungary,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/FSC/02 FSC Support Officer Deployment,6955,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/452,FSC,Spain,Comisaría General de Extranjería y Fronteras,"C/ General Pardinas 90, 28006Madrid, Spain",2017/FSC/02 FSC Support Officer Deployment,23320,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/475,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548, 00173 Roma,Italy",2017/FSC/02 FSC Support Officer Deployment,7501,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/623,FSC,Bulgaria,Chief Directorate Border Police - Ministry of Interior,"29 Septemvri str. Sofia 1000,Bulgaria",2017/FSC/02 FSC Support Officer Deployment,15620,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/645,FSC,Hungary,Hungarian National Police,"VÃ¡ci Ãºt 71, Budapest 1139, Hungary",2017/FSC/01 FSC Support Officer Deployment,9315,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/646,FSC,Poland,Border Guard,"Al. Niepodleglosci 100, 02-514Warszawa, Poland",2017/FSC/01 FSC Support Officer Deployment,10313,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/647,FSC,Italy,Guardia Costiera,"Via Tuscolana 1548, 00173 Roma,Italy",2017/FSC/02 FSC Support Officer Deployment,7501,2017,FSC Support Officer Deployment,Frontex Situation Centre
2017/649,FSC,Spain,Jefatura Fiscal y de Fronteras,"C/ Guzman el Bueno, 110, 28003Madrid, Spain",2017/FSC/02 FSC Support Officer Deployment,22496,2017,FSC Support Officer Deployment,Frontex Situation Centre
