grant_no,unit_sector,beneficiary,address,project,eur,year,country,project_clean,unit_sector_long
2011/1010/,ROS,Garda National Immigration Bureau,NA,2011/ROS/01 Attica 2011,8612.19,2011,Ireland,Attica,Return Operations Sector
2011/1026/,ROS,Garda National Immigration Bureau,NA,2011/ROS/42 JRO to Pakistan,41167.46,2011,Ireland,Return Operations,Return Operations Sector
2011/1128/,ROS,Garda National Immigration Bureau,NA,2011/ROS/46 JRO to Nigeria,40488.42,2011,Ireland,Return Operations,Return Operations Sector
2010/17/,ROS,Garda National Immigration Bureau,NA,2010/OPS/15 JRO to Nigeria,17338.5,2010,Ireland,Return Operations,Return Operations Sector
2010/92/,ROS,Garda National Immigration Bureau,NA,2010/OPS/26 JRO to Nigeria and Gambia on 3 March 2010,51053.1,2010,Ireland,Return Operations,Return Operations Sector
2010/731/,ROS,Garda National Immigration Bureau,NA,2010/OPS/67 JRO to Nigeria,401639.77,2010,Ireland,Return Operations,Return Operations Sector
2009/193/,ROS,Garda National Immigration Bureau,NA,2009/OPS/37 - JRO-NGA,272359.2,2009,Ireland,Return Operations,Return Operations Sector
2009/265/,ROS,Garda National Immigration Bureau,NA,2009/OPS/44 - JRO-ARM-GEO-24-25 June 2009,45249.52,2009,Ireland,Return Operations,Return Operations Sector
2009/351/,ROS,Garda National Immigration Bureau,NA,2009/OPS/49 - JRO-NGA-1-2-September 2009,66579.64,2009,Ireland,Return Operations,Return Operations Sector
2009/387/,ABS,Garda National Immigration Bureau,NA,2009/OPS/21 - Hammer 2009,12328.05,2009,Ireland,Hammer,Air Border Sector
2009/453/,ABS,Garda National Immigration Bureau,NA,2009/OPS/21 - Hammer 2009,12822.51,2009,Ireland,Hammer,Air Border Sector
2008/024/,ABS,Garda National Immigration Bureau,NA,2008/OPS/08/Zarathustra,6066.65,2008,Ireland,2008/OPS/08/Zarathustra,Air Border Sector
2008/067/,ABS,Garda National Immigration Bureau,NA,2008/OPS/01/Longstop,5040.08,2008,Ireland,2008/OPS/01/Longstop,Air Border Sector
2008/127/,ABS,Garda National Immigration Bureau,NA,2008/OPS/23 Eurocup 2008,8627.4,2008,Ireland,Eurocup,Air Border Sector
2008/247/,ABS,Naturalisation and Immigration Service,NA,2007/OPS/22- Extended Family,6907.92,2008,Ireland,Extended Family,Air Border Sector
2008/297/,ABS,Garda National Immigration Bureau,NA,2008/OPS/27 Hammer,32359.05,2008,Ireland,Hammer,Air Border Sector
2008/381/,ABS,Garda National Immigration Bureau,NA,2008/OPS/27 Hammer 2008,21572.7,2008,Ireland,Hammer,Air Border Sector
