grant_no,unit_sector,country,beneficiary,address,project,eur,year,project_clean,unit_sector_long
2015/470,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/SBS/05 EPN-Triton,1751315,2015,Triton,Sea Border Sector
2015/510,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102Dep. 0032 Oslo, Norway",2015/ROS/31 JRO to Nigeria&Cote d'Ivore,71833,2015,Return Operations,Return Operations Sector
2015/544,LBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/LBS/02 Focal Points,8721,2015,Focal Points,Land Borders Sector
2015/551,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/SBS/06 Focal Points,8882,2015,Focal Points,Sea Border Sector
2015/585,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/SBS/07 EPN-Poseidon Sea,566446,2015,Poseidon,Sea Border Sector
2015/594,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/SBS/07 EPN-Poseidon Sea,9505,2015,Poseidon,Sea Border Sector
2015/647,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102Dep. 0032 Oslo, Norway",2015/ROS/37 JRO to Nigeria,25262,2015,Return Operations,Return Operations Sector
2015/668,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/SBS/04 Minerva 2015,33351,2015,Minerva,Sea Border Sector
2015/719,LBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/LBS/02 Focal Points,380,2015,Focal Points,Land Borders Sector
2015/773,PRU,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/PRU/04 Rapid Intervention Exercise - REX 2015,9728,2015,Rapid Intervention Exercise - REX 2015,Pooled Resources Unit
2015/794,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/SBS/03 EPN Indalo,8041,2015,Indalo,Sea Border Sector
2015/816,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/SBS/05 EPN-Triton,2031094,2015,Triton,Sea Border Sector
2015/872,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/SBS/03 EPN Indalo,6258,2015,Indalo,Sea Border Sector
2015/967,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102Dep. 0032 Oslo, Norway",2015/ROS/49 JRO to Nigeria,28898,2015,Return Operations,Return Operations Sector
2015/969,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/SBS/07 EPN-Poseidon Sea,520423,2015,Poseidon,Sea Border Sector
2015/1038,FSC,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/FSC/03 FSC Support Officer Deployment,10227,2015,FSC Support Officer Deployment,Frontex Situation Centre
2015/1130,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102Dep. 0032 Oslo, Norway",2015/ROS/57 JRO to Nigeria,68918,2015,Return Operations,Return Operations Sector
2015/1167,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/SBS/07 EPN-Poseidon Sea,8165,2015,Poseidon,Sea Border Sector
2015/1190,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/SBS/05 EPN-Triton,1554855,2015,Triton,Sea Border Sector
2015/1215,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/SBS/05 EPN-Triton,11852,2015,Triton,Sea Border Sector
2015/1249,LBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/LBS/01 Flexible Operational Activities,11137,2015,Flexible Operational Activities,Land Borders Sector
2015/1264,FSC,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/FSC/03 FSC Support Officer Deployment,6001,2015,FSC Support Officer Deployment,Frontex Situation Centre
2015/1298,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/SBS/08 Poseidon Rapid Intervention,5299,2015,Poseidon,Sea Border Sector
2015/1322,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031Oslo, Norway",2015/SBS/08 Poseidon Rapid Intervention,489552,2015,Poseidon,Sea Border Sector
2014/94,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102 Dep. 0032 Oslo,Norway",2013/ROS/48 JRO to Nigeria,50018.06,2014,Return Operations,Return Operations Sector
2014/133,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/SBS/02 JO Poseidon Sea 2013,10075,2014,Poseidon,Sea Border Sector
2014/145,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/SBS/P1/06 EPN-Aeneas 2013,11122.65,2014,Aeneas,Sea Border Sector
2014/170,LBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2014/LBS/04 Focal Points Land,620,2014,Focal Points,Land Borders Sector
2014/216,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102 Dep. 0032 Oslo,Norway",2014/ROS/12 JRO to Nigeria,41217.08,2014,Return Operations,Return Operations Sector
2014/241,LBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2014/LBS/04 Focal Points Land,13473.44,2014,Focal Points,Land Borders Sector
2014/299,ABS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2014/ABS/03 Focal Points,9046.85,2014,Focal Points,Air Border Sector
2014/331,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102 Dep. 0032 Oslo,Norway",2014/ROS/16 JRO to Nigeria,63372.72,2014,Return Operations,Return Operations Sector
2014/377,LBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2014/LBS/04 Focal Points Land,7139.04,2014,Focal Points,Land Borders Sector
2014/416,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2014/SBS/08 Focal Points,6434.98,2014,Focal Points,Sea Border Sector
2014/434,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102 Dep. 0032 Oslo,Norway",2014/ROS/18 JRO to Kosovo,5182.58,2014,Return Operations,Return Operations Sector
2014/503,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102 Dep. 0032 Oslo,Norway",2014/ROS/21 JRO to Nigeria,62563.18,2014,Return Operations,Return Operations Sector
2014/541,LBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2014/LBS/06 Poseidon Land,13490.56,2014,Poseidon,Land Borders Sector
2014/568,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102 Dep. 0032 Oslo,Norway",2014/ROS/25 JRO to Nigeria,59322.72,2014,Return Operations,Return Operations Sector
2014/585,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2014/SBS/04 EPN-Minerva,27640.24,2014,Minerva,Sea Border Sector
2014/612,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2014/SBS/05 EPN-Hermes,26195.74,2014,Hermes,Sea Border Sector
2014/636,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2014/SBS/07 Poseidon Sea,8292,2014,Poseidon,Sea Border Sector
2014/886,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102 Dep. 0032 Oslo,Norway",2014/ROS/30 JRO to Nigeria,63316.94,2014,Return Operations,Return Operations Sector
2014/929,LBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2014/LBS/04 Focal Points Land,13289.4,2014,Focal Points,Land Borders Sector
2014/959,PRU,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2014/PRU/05 Rex 2014,3859.49,2014,Rex 2014,Pooled Resources Unit
2014/1026,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102 Dep. 0032 Oslo,Norway",2014/ROS/42 JRO to Nigeria,295309.76,2014,Return Operations,Return Operations Sector
2013/70,ABS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/ABS/03 JO Focal Points 2013 Air,8372.75,2013,Focal Points,Air Border Sector
2013/83,LBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/LBS/04 JO Focal Points 2013 Land,1512,2013,Focal Points,Land Borders Sector
2013/160,ROS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2012/ROS/46 JRO to Nigeria,28330.94,2013,Return Operations,Return Operations Sector
2013/182,ROS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2012/ROS/47 JRO to Pakistan,73810.48,2013,Return Operations,Return Operations Sector
2013/210,LBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/LBS/04 JO Focal Points 2013 Land,11228.58,2013,Focal Points,Land Borders Sector
2013/244,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/SBS/P1/05 EPN-Hermes 2013,11805.31,2013,Hermes,Sea Border Sector
2013/366,ROS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/ROS/20 JRO to Nigeria,63834.96,2013,Return Operations,Return Operations Sector
2013/432,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/SBS/02 JO Poseidon Sea 2013,9625,2013,Poseidon,Sea Border Sector
2013/459,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/SBS/03 Focal Points Sea 2013,8580.33,2013,Focal Points,Sea Border Sector
2013/489,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/SBS/03 Focal Points Sea 2013,7670.83,2013,Focal Points,Sea Border Sector
2013/525,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/SBS/P1/04 EPN-Minerva,33155.02,2013,Minerva,Sea Border Sector
2013/600,LBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/LBS/04 JO Focal Points 2013 Land,756,2013,Focal Points,Land Borders Sector
2013/625,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/SBS/P1/06 EPN-Aeneas 2013,10309.45,2013,Aeneas,Sea Border Sector
2013/725,ROS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/ROS/01 Attica,22146.86,2013,Attica,Return Operations Sector
2013/774,LBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/LBS/06 JO Poseidon Land,6131.1,2013,Poseidon,Land Borders Sector
2013/777,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102 Dep. 0032 Oslo,Norway",2013/ROS/30 JRO to Kosovo,6756.34,2013,Return Operations,Return Operations Sector
2013/832,LBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/LBS/04 JO Focal Points 2013 Land,11134.42,2013,Focal Points,Land Borders Sector
2013/885,SBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/SBS/P1/05 EPN-Hermes 2013,9185.95,2013,Hermes,Sea Border Sector
2013/886,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102 Dep. 0032 Oslo,Norway",2013/ROS/37 JRO to Pakistan,45100.62,2013,Return Operations,Return Operations Sector
2013/906,ROS,Norway,National Police Immigration Service,"Christian Kroghsgate 32, Postbox 8102 Dep. 0032 Oslo,Norway",2013/ROS/39 JRO to Georgia,1461.96,2013,Return Operations,Return Operations Sector
2013/940,ABS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/ABS/03 JO Focal Points 2013 Air,8864.95,2013,Focal Points,Air Border Sector
2013/984,LBS,Norway,National Police Directorate,"Hammersborggt. 12 P.b, 8051 Dep. 0031 Oslo, Norway",2013/LBS/04 JO Focal Points 2013 Land,6663.96,2013,Focal Points,Land Borders Sector
2012/48,ROS,Norway,National Police Directorate,NA,2011/ROS/52 JRO to Kosovo,8637.4,2012,Return Operations,Return Operations Sector
2012/56,ROS,Norway,National Police Directorate,NA,2011/ROS/58 JRO to Nigeria,51845.56,2012,Return Operations,Return Operations Sector
2012/99,ROS,Norway,National Police Directorate,NA,2011/ROS/55 JRO to Nigeria,54282.92,2012,Return Operations,Return Operations Sector
2012/110,ROS,Norway,National Police Directorate,NA,2012/ROS/01 ATTICA 2012,8469.38,2012,Attica,Return Operations Sector
2012/193,ROS,Norway,National Police Directorate,NA,2012/ROS/01 ATTICA 2012,8469.38,2012,Attica,Return Operations Sector
2012/333,LBS,Norway,National Police Directorate,NA,2012/LBS/06 JO Poseidon Land 2012,6065.83,2012,Poseidon,Land Borders Sector
2012/386,SBS,Norway,National Police Directorate,NA,2012/SBS/01 EPN-Indalo 2012,15335.85,2012,Indalo,Sea Border Sector
2012/400,SBS,Norway,National Police Directorate,NA,2012/SBS/03 Focal Points,12576.76,2012,Focal Points,Sea Border Sector
2012/495,ROS,Norway,National Police Directorate,NA,2012/ROS/01 ATTICA 2012,15708.25,2012,Attica,Return Operations Sector
2012/519,ROS,Norway,National Police Directorate,NA,2012/ROS/27 JRO to Ukraine & Georgia,23745.49,2012,Return Operations,Return Operations Sector
2012/524,ROS,Norway,National Police Directorate,NA,2012/ROS/28 JRO to Nigeria,59500.9,2012,Return Operations,Return Operations Sector
2012/601,SBS,Norway,National Police Directorate,NA,2012/SBS/01 EPN-Minerva 2012,30533.5,2012,Minerva,Sea Border Sector
2012/690,ROS,Norway,National Police Directorate,NA,2012/ROS/01 ATTICA 2012,9047.18,2012,Attica,Return Operations Sector
2012/697,LBS,Norway,National Police Directorate,NA,2012/LBS/06 JO Poseidon Land 2012,9682.43,2012,Poseidon,Land Borders Sector
2012/766,LBS,Norway,National Police Directorate,NA,2012/LBS/04 JO Focal Points 2012,8363.43,2012,Focal Points,Land Borders Sector
2012/782,LBS,Norway,National Police Directorate,NA,2012/LBS/06 JO Poseidon Land 2012,8966.15,2012,Poseidon,Land Borders Sector
2012/792,SBS,Norway,National Police Directorate,NA,2012/SBS/02 JO Poseidon Sea 2012,8469,2012,Poseidon,Sea Border Sector
2012/793,ROS,Norway,National Police Directorate,NA,2012/ROS/31 JRO to Nigeria,84322.98,2012,Return Operations,Return Operations Sector
2012/803,ROS,Norway,National Police Directorate,NA,2012/ROS/32 JRO to Kosovo,51600.76,2012,Return Operations,Return Operations Sector
2012/829,ROS,Norway,National Police Directorate,NA,2012/ROS/01 ATTICA 2012,10662.88,2012,Attica,Return Operations Sector
2012/899,ROS,Norway,National Police Directorate,NA,2012/ROS/35 JRO to Nigeria,14485.5,2012,Return Operations,Return Operations Sector
2012/972,ROS,Norway,National Police Directorate,NA,2012/ROS/38 JRO to Kosovo,45896.42,2012,Return Operations,Return Operations Sector
2012/992,ROS,Norway,National Police Directorate,NA,2012/ROS/41 JRO to Nigeria,16190.3,2012,Return Operations,Return Operations Sector
2012/1054,ROS,Norway,National Police Directorate,NA,2012/ROS/45 JRO to nigeria,289626.04,2012,Return Operations,Return Operations Sector
2010/724/,PRU,Norway,National Police Directorate,NA,2010/PRU/09 RABIT 2010,34439.5,2011,RABIT 2010,Pooled Resources Unit
2011/16/,ROS,Norway,National Police Directorate,NA,2010/OPS/68 JRO to Nigeria,29918.08,2011,Return Operations,Return Operations Sector
2011/26/,ROS,Norway,National Police Directorate,NA,2010/OPS/67 JRO to Nigeria on 7/02/2011,41716.3,2011,Return Operations,Return Operations Sector
2011/35/,ROS,Norway,National Police Directorate,NA,2010/OPS/69 JRO to Kosovo on 15.02.2011,9179.76,2011,Return Operations,Return Operations Sector
2011/74/,LBS,Norway,National Police Directorate,NA,2011/LBS/02 JO Poseidon Land 2011,9425.15,2011,Poseidon,Land Borders Sector
2011/94/,ABS,Norway,National Police Directorate,NA,2011/ABS/02 HUBBLE 2011,5404.05,2011,Hubble,Air Border Sector
2011/109/,ROS,Norway,National Police Directorate,NA,2011/ROS/11 JRO to Nigeria 1-4.03.2011,43948.32,2011,Return Operations,Return Operations Sector
2011/125/,ROS,Norway,National Police Directorate,NA,2011/ROS/12 JRO to Iraq on 9-10.03.2011,17002.52,2011,Return Operations,Return Operations Sector
2011/146/,ROS,Norway,National Police Directorate,NA,2011/ROS/15 JRO to Nigeria on 30.03.-1.04.2011,16257.6,2011,Return Operations,Return Operations Sector
2011/219/,ROS,Norway,National Police Directorate,NA,2011/ROS/16 JRO to Kosovo on 12-13 April 2011,56209.1,2011,Return Operations,Return Operations Sector
2011/277/,ROS,Norway,National Police Directorate,NA,2011/ROS/19 JRO to Nigeria 20.04.2011,10786.98,2011,Return Operations,Return Operations Sector
2011/300/,SBS,Norway,National Police Directorate,NA,2011/SBS/02 Poseidon Sea 2011,30529,2011,Poseidon,Sea Border Sector
2011/338/,ROS,Norway,National Police Directorate,NA,2011/ROS/17 JRO to Nigeria 11 May 2011,9682.12,2011,Return Operations,Return Operations Sector
2011/381/,ROS,Norway,National Police Directorate,NA,2011/ROS/01 Attica 2011,16228.08,2011,Attica,Return Operations Sector
2011/387/,LBS,Norway,National Police Directorate,NA,2011/LBS/02 JO Poseidon Land 2011,6868.99,2011,Poseidon,Land Borders Sector
2011/401/,ROS,Norway,National Police Directorate,NA,2011/ROS/26 JRO to Nigeria,5705.1,2011,Return Operations,Return Operations Sector
2011/435/,ROS,Norway,National Police Directorate,NA,2011/ROS/20 JRO to Serbia,36678.26,2011,Return Operations,Return Operations Sector
2011/444/,ROS,Norway,National Police Directorate,NA,2011/ROS/22 JRO to Nigeria,15836.7,2011,Return Operations,Return Operations Sector
2011/463/,ROS,Norway,National Police Directorate,NA,2011/ROS/01 Attica 2011,7761.51,2011,Attica,Return Operations Sector
2011/524/,ROS,Norway,National Police Directorate,NA,2011/ROS/18 JRO to Nigeria&Gambia,35246.48,2011,Return Operations,Return Operations Sector
2011/549/,SBS,Norway,National Police Directorate,NA,2011/SBS/01 EPN-Minerva 2011,21723.95,2011,Minerva,Sea Border Sector
2011/609/,ROS,Norway,National Police Directorate,NA,2011/ROS/01 Attica 2011,8363.64,2011,Attica,Return Operations Sector
2011/653/,SBS,Norway,National Police Directorate,NA,2011/SBS/02 Poseidon Sea 2011,11268,2011,Poseidon,Sea Border Sector
2011/715/,ROS,Norway,National Police Directorate,NA,2011/ROS/33 JRO to Nigeria and DRC,22752.4,2011,Return Operations,Return Operations Sector
2011/725/,LBS,Norway,National Police Directorate,NA,2011/LBS/02 JO Poseidon Land 2011,15871.28,2011,Poseidon,Land Borders Sector
2011/757/,ROS,Norway,National Police Directorate,NA,2011/ROS/29 JRO to Nigeria,4421.4,2011,Return Operations,Return Operations Sector
2011/791/,LBS,Norway,National Police Directorate,NA,2011/LBS/02 JO Poseidon Land 2011,18326.28,2011,Poseidon,Land Borders Sector
2011/840/,ROS,Norway,National Police Directorate,NA,2011/ROS/32 JRO to Nigeria,68837.96,2011,Return Operations,Return Operations Sector
2011/845/,ROS,Norway,National Police Directorate,NA,2011/ROS/01 Attica 2011,8408.79,2011,Attica,Return Operations Sector
2011/894/,ROS,Norway,National Police Directorate,NA,2011/ROS/30 JRO to Iraq,27788,2011,Return Operations,Return Operations Sector
2011/908/,ABS,Norway,National Police Directorate,NA,2011/ABS/01 JO Hammer 2011,7790.9,2011,Hammer,Air Border Sector
2011/928/,ROS,Norway,National Police Directorate,NA,2011/ROS/01 Attica 2011,7312.11,2011,Attica,Return Operations Sector
2011/939/,ROS,Norway,National Police Directorate,NA,2011/ROS/36 JRO to Ukraine and Georgia,4459.94,2011,Return Operations,Return Operations Sector
2011/984/,ROS,Norway,National Police Directorate,NA,2011/ROS/37 JRO to Kosovo,38601.84,2011,Return Operations,Return Operations Sector
2011/1001/,ROS,Norway,National Police Directorate,NA,2011/ROS/41 JRO to Iraq,42372.5,2011,Return Operations,Return Operations Sector
2011/1024/,ROS,Norway,National Police Directorate,NA,2011/ROS/38 JRO to Nigeria,56274.14,2011,Return Operations,Return Operations Sector
2011/1029/,ROS,Norway,National Police Directorate,NA,2011/ROS/42 JRO to Pakistan,56015.92,2011,Return Operations,Return Operations Sector
2011/1089/,ROS,Norway,National Police Directorate,NA,2011/ROS/44 JRO to Kosovo,7589.28,2011,Return Operations,Return Operations Sector
2011/1091/,ROS,Norway,National Police Directorate,NA,2011/ROS/51 JRO to Nigeria,216278.78,2011,Return Operations,Return Operations Sector
2011/1092/,ROS,Norway,National Police Directorate,NA,2011/ROS/01 Attica 2011,8280.1,2011,Attica,Return Operations Sector
2011/1107/,ROS,Norway,National Police Directorate,NA,2011/ROS/45 JRO to Iraq,27659.42,2011,Return Operations,Return Operations Sector
2010/6/,ROS,Norway,National Police Directorate,NA,2009/OPS/63 Joint Return Operation Nigeria,49152.21,2010,Return Operations,Return Operations Sector
2010/15/,ROS,Norway,National Police Directorate,NA,2009/OPS/67 JRO to Burundi,11345.7,2010,Return Operations,Return Operations Sector
2010/31/,ROS,Norway,National Police Directorate,NA,2010/OPS/25 Joint Return Operation to Georgia on 17 February 2010,4430.33,2010,Return Operations,Return Operations Sector
2010/61/,ROS,Norway,National Police Directorate,NA,2010/OPS/27 JRO to Iraq on 24.02.2010,8001.88,2010,Return Operations,Return Operations Sector
2010/97/,ROS,Norway,National Police Directorate,NA,2010/OPS/29 JRO to Nigeria on 10.03.2010,9763.3,2010,Return Operations,Return Operations Sector
2010/131/,ROS,Norway,National Police Directorate,NA,2010/OPS/28 JRO to Nigeria on 18.03.2010,45786.85,2010,Return Operations,Return Operations Sector
2010/158/,SBS,Norway,National Police Directorate,NA,2010/OPS/17 JO Poseidon 2010 Sea,29125.78,2010,Poseidon,Sea Border Sector
2010/213/,LBS,Norway,National Police Directorate,NA,2010/OPS/19 JO Jupiter 2010 II phase,5652.32,2010,Jupiter,Land Borders Sector
2010/287/,ABS,Norway,National Police Directorate,NA,2010/OPS/05 JO Hubble 2010,20305.9,2010,Hubble,Air Border Sector
2010/326/,SBS,Norway,National Police Directorate,NA,2010/OPS/17 JO Poseidon 2010 Sea,58829.44,2010,Poseidon,Sea Border Sector
2010/337/,LBS,Norway,National Police Directorate,NA,2010/OPS/20 JO Neptune 2010 Phase II,6372.25,2010,Neptune,Land Borders Sector
2010/342/,ROS,Norway,National Police Directorate,NA,2010/OPS/45 JRO to Iraq,22744.04,2010,Return Operations,Return Operations Sector
2010/352/,ROS,Norway,National Police Directorate,NA,2010/OPS/38 JRO to Nigeria,64810.93,2010,Return Operations,Return Operations Sector
2010/403/,SBS,Norway,National Police Directorate,NA,2010/OPS/10 EPN-Minerva 2010,15247.69,2010,Minerva,Sea Border Sector
2010/446/,SBS,Norway,National Police Directorate,NA,2010/OPS/17 JO Poseidon 2010 Sea,7940.76,2010,Poseidon,Sea Border Sector
2010/452/,LBS,Norway,National Police Directorate,NA,2010/OPS/22 JO Poseidon Land 2010 Phase II - Extension,11147.79,2010,Poseidon,Land Borders Sector
2010/509/,LBS,Norway,National Police Directorate,NA,2010/OPS/20 JO Neptune 2010 Phase III,6181.85,2010,Neptune,Land Borders Sector
2010/552/,ROS,Norway,National Police Directorate,NA,2010/Ops/42 JRO to Nigeria 23 September 2010,39101.22,2010,Return Operations,Return Operations Sector
2010/554/,ROS,Norway,National Police Directorate,NA,2010/OPS/57 JRO to Iraq 22-23.09.2010,21744.89,2010,Return Operations,Return Operations Sector
2010/615/,ABS,Norway,National Police Directorate,NA,2010/OPS/54 JO Agelaus 2010,7448.29,2010,JO Agelaus 2010,Air Border Sector
2010/631/,ROS,Norway,National Police Directorate,NA,2010/OPS/60 JRO to Nigeria and Cameroon,37390.38,2010,Return Operations,Return Operations Sector
2010/656/,ROS,Norway,National Police Directorate,NA,2010/OPS/42 JRO to Nigeria 23 September 2010,60031.95,2010,Return Operations,Return Operations Sector
2010/710/,ROS,Norway,National Police Directorate,NA,2010/OPS/65 JRO to Nigeria,13867.49,2010,Return Operations,Return Operations Sector
2010/724/,PRU,Norway,National Police Directorate,NA,2010/PRU/09 RABIT 2010,61349.2,2010,RABIT 2010,Pooled Resources Unit
2009/068/,LBS,Norway,National Police Directorate,NA,2009/OPS/09 - Saturn,17803.06,2009,Saturn,Land Borders Sector
2009/148/,SBS,Norway,National Police Directorate,NA,2009/OPS/10 - EPN-Hermes 2009,85616.05,2009,Hermes,Sea Border Sector
2009/152/,ROS,Norway,National Police Directorate,NA,2009/OPS/33 - JRO - KOS & ALB,29523.2,2009,Return Operations,Return Operations Sector
2009/187/,SBS,Norway,National Police Directorate,NA,2009/OPS/18 - Zeus 2009,18275.1,2009,- Zeus 2009,Sea Border Sector
2009/247/,ROS,Norway,National Police Directorate,NA,2009/OPS/41 - JRO-NGA,7026,2009,Return Operations,Return Operations Sector
2009/308/,SBS,Norway,National Police Directorate,NA,2009/OPS/10 - EPN-Minerva 2009,6409.14,2009,Minerva,Sea Border Sector
2009/329/,ABS,Norway,National Police Directorate,NA,2009/OPS/21 - Hammer 2009,19117.2,2009,Hammer,Air Border Sector
2009/411/,ROS,Norway,National Police Directorate,NA,2009/OPS/58 - JRO to Nigeria on 13-14 November 2014,56745.85,2009,Return Operations,Return Operations Sector
2009/443,ABS,Norway,National Police Directorate,NA,2009/OPS/21 - Hammer 2009,13381.45,2009,Hammer,Air Border Sector
2008/141/,ABS,Norway,National Police Directorate,NA,2008/OPS/23 Eurocup 2008,16965.5,2008,Eurocup,Air Border Sector
2008/354/,LBS,Norway,National Police Directorate,NA,2008/OPS/07- Poseidon 2008,8318.61,2008,Poseidon,Land Borders Sector
